IDPOP,TIME_SEQ,SEQ_COUNT
99999,5.704014,1
180,1.597136,1
24899,2.393025,1
9,4.560254,1
25412,5.847610,1
13838,3.687372,1
1092,5.945208,1
4050,5.861731,1
90754,2.165456,1
274,4.004743,1
47461,6.223534,1
19057,6.702039,1
66402,5.871966,1
9778,6.787674,1
377,6.979061,1
873,3.104770,1
38552,2.712766,1
11648,5.562011,1
75123,5.336453,1
29703,3.851525,1
54346,5.452503,1
48197,6.426380,1
38802,1.866159,1
46245,6.822708,1
22833,6.749046,1
18057,6.295904,1
76366,6.721266,1
9526,5.563026,1
7057,4.662555,1
73145,5.616303,1
47113,4.071397,1
46177,2.969636,1
5694,1.949642,1
63555,3.462635,1
99791,4.715513,1
1484,6.391515,1
12446,5.590031,1
72696,3.333759,1
620,5.648558,1
6443,5.660634,1
8290,5.235324,1
37286,5.340741,1
98691,2.133920,1
26913,7.025100,1
20111,6.263192,1
70705,5.320437,1
96110,6.642720,1
52339,4.122360,1
28756,3.930969,1
22996,4.566244,1
17127,6.159023,1
69577,5.330848,1
13510,4.225074,1
65317,5.293375,1
23110,3.754520,1
1899,5.318213,1
497,5.293985,1
16569,5.132842,1
43561,6.939810,1
14091,6.389296,1
43841,3.364942,1
42967,6.380088,1
413,3.507075,1
67667,6.910557,1
17079,4.770029,1
43480,3.577635,1
4330,3.691396,1
86376,6.312477,1
35592,2.891032,1
136,4.323673,1
34283,3.850301,1
4639,3.768914,1
96138,6.974650,1
18286,2.592839,1
27565,3.862563,1
90086,6.274193,1
96294,4.081337,1
2045,6.711983,1
12648,2.621796,1
17446,6.686927,1
172,5.332785,1
22095,3.620678,1
36030,2.673739,1
31,3.463256,1
29162,4.076975,1
4073,5.048637,1
2,6.029249,1
40188,4.016651,1
19041,4.129385,1
2163,5.685951,1
26217,4.108012,1
76112,3.652752,1
38478,7.054685,1
18690,4.783182,1
29486,6.538720,1
38463,4.781596,1
10905,2.657027,1
599,2.780070,1
90804,4.479214,1
1485,6.545544,1
54563,4.719242,1
28930,6.613307,1
14589,4.935421,1
18453,5.848449,1
996,3.040625,1
57883,4.127490,1
18550,6.001839,1
73251,5.627886,1
73771,6.351897,1
25928,2.929721,1
3288,2.608634,1
85199,6.904006,1
5015,5.468032,1
28207,6.684381,1
5073,5.129650,1
16944,5.875857,1
47114,5.683542,1
50259,6.878322,1
23576,5.856449,1
1855,3.258370,1
34087,3.464185,1
4552,5.100722,1
25427,5.509742,1
245,6.863405,1
23379,4.615414,1
12492,6.513551,1
45096,2.972742,1
23186,6.545067,1
10201,5.218314,1
32673,6.785643,1
10662,5.088334,1
6405,3.068081,1
61836,6.440503,1
34779,6.850284,1
24211,2.905468,1
98015,4.445049,1
430,6.941848,1
96135,4.193832,1
48125,6.821309,1
64296,5.165878,1
14224,4.249083,1
43739,6.416713,1
57477,2.739464,1
86860,4.411623,1
2886,3.863046,1
26253,4.658023,1
20658,5.085774,1
10583,4.117966,1
958,6.356630,1
43237,5.759228,1
