None	99999	0
99999	584	0.162597
584	27569	0.743644
99999	63	0.868672
63	19859	0.896379
584	31448	1.019021
19859	56498	1.091687
63	82091	1.132966
584	7203	1.152910
63	1232	1.912305
56498	92844	1.973977
63	73160	2.204362
63	56044	2.261195
73160	71174	2.269114
63	16186	2.277941
584	4590	2.371886
16186	21229	2.378270
63	85812	2.536825
19859	226	2.643552
4590	9003	2.710047
226	88988	2.853465
63	73067	3.006895
63	60425	3.012175
63	24329	3.170981
63	50918	3.215428
584	52176	3.375085
16186	10071	3.777124
584	18576	4.227141
584	24592	4.241262
226	67633	4.243884
584	2428	4.270071
67633	718	4.328110
584	22246	4.371157
63	1726	4.415202
67633	97982	4.441252
63	2301	4.520609
1726	84973	4.581285
4590	77788	4.584870
63	81903	4.604086
24329	41810	4.614261
18576	7639	4.657956
584	59854	4.688655
2301	7782	4.692641
7782	52248	4.753881
7203	1129	4.810503
81903	13687	4.856274
63	638	4.892808
18576	84848	4.907398
718	1669	4.921612
24329	49320	4.941400
584	97587	4.945528
2301	32232	4.947868
60425	6332	4.979949
638	6920	5.037141
1129	72335	5.045054
226	3393	5.046253
1129	3078	5.091973
7782	40711	5.114511
584	29061	5.121273
21229	87884	5.123356
584	44	5.158240
44	31883	5.198348
638	34345	5.222578
3078	6536	5.225966
638	71130	5.265950
77788	139	5.275784
49320	21736	5.299318
2428	94893	5.303806
638	68352	5.305824
139	67593	5.352129
139	96749	5.352200
63	5916	5.368903
6920	48717	5.382650
718	81729	5.388101
7782	45072	5.394732
139	35398	5.411494
44	451	5.420727
16186	46490	5.442541
6536	77983	5.485646
59854	40419	5.526989
584	33487	5.538643
139	39996	5.567328
7203	12073	5.569161
21229	47547	5.582963
34345	191	5.597716
3078	95074	5.602398
191	88875	5.607990
9003	86858	5.610753
97587	2682	5.645441
3078	63109	5.651964
2682	7135	5.656191
45072	2845	5.662153
21229	70423	5.672286
63	40440	5.691692
191	55062	5.695520
3078	5867	5.713213
35398	15218	5.714971
1129	17513	5.721046
13687	7862	5.744094
1129	2404	5.759352
5867	13457	5.790799
451	37562	5.796149
17513	72979	5.838875
44	73623	5.841258
584	3126	5.842348
77983	22452	5.847498
72979	86184	5.851662
63	35324	5.893247
7135	86961	5.896995
6920	14340	5.941702
13687	68918	5.950069
191	2060	5.973286
191	1344	5.993625
2682	95261	6.041933
16186	92752	6.080492
5916	35382	6.081040
7135	73458	6.081486
2682	74869	6.082425
2301	92367	6.085043
139	2092	6.092624
44	12375	6.132281
2060	19764	6.132402
7782	77732	6.137809
226	25	6.138619
2428	16143	6.160036
40419	50360	6.166254
25	82348	6.169536
584	58924	6.172529
191	42371	6.173927
44	123	6.178364
22246	33239	6.179929
191	5757	6.180992
15218	1081	6.188619
123	11389	6.189312
6332	6867	6.191067
1129	57528	6.198948
123	17940	6.216060
44	21466	6.220742
25	15527	6.232522
44	3461	6.239256
25	48191	6.239852
74869	91425	6.241309
47547	82947	6.249814
25	53297	6.250091
2428	79704	6.252586
87884	96616	6.254737
2092	92080	6.258104
2092	30001	6.258622
25	82352	6.260695
7135	86748	6.261616
1081	42538	6.287834
2428	88285	6.299842
25	64448	6.307949
1129	2742	6.336747
29061	1555	6.338623
3126	99296	6.342926
191	5042	6.349249
2682	15	6.351588
2682	22976	6.358344
5867	79651	6.360277
44	56179	6.362325
3078	25372	6.364849
6332	273	6.398430
25	9636	6.430330
5867	85467	6.432192
50918	1014	6.437888
15	81712	6.438032
226	78129	6.469325
44	25805	6.477068
15	5663	6.484065
273	68964	6.485341
24329	57348	6.487749
25	97471	6.490915
2682	23630	6.498597
25	33571	6.503464
273	5800	6.515236
40419	65159	6.533540
25	11236	6.533713
35398	73510	6.540909
191	90675	6.542318
17940	19563	6.546759
5867	6380	6.548103
7135	15589	6.551182
44	3231	6.576206
86858	10559	6.592408
25	43	6.602644
2060	25695	6.606245
15	29165	6.607918
6332	44661	6.613278
44	4490	6.618491
57348	92187	6.623922
25	77332	6.624536
2845	10234	6.646590
25	17665	6.654161
1014	24629	6.656871
15	2565	6.659943
638	60640	6.661084
2301	1685	6.664051
273	28185	6.675965
33571	48756	6.686993
44	84109	6.690795
584	32348	6.693213
56179	58224	6.694313
451	15103	6.698224
191	25257	6.704253
2301	4625	6.705477
5867	12199	6.710016
63	4719	6.713705
191	94890	6.715730
31883	5941	6.716053
1232	419	6.724365
123	363	6.736099
1669	84278	6.738186
35324	25086	6.739039
191	39073	6.746988
2845	28626	6.747671
1129	41798	6.752610
273	92845	6.759545
2060	31670	6.765202
584	44762	6.773819
24329	75616	6.781444
273	852	6.788536
25372	58239	6.789629
25	25633	6.790298
85812	62839	6.790501
25	21818	6.791863
19563	67192	6.795575
25	16922	6.801714
123	38597	6.805405
43	97007	6.811470
2060	68693	6.812936
11389	22436	6.831812
139	2003	6.836879
3231	40422	6.848709
43	0	6.859707
139	133	6.860780
43	97290	6.864376
718	10725	6.865734
0	2305	6.867009
226	47827	6.872168
5916	1247	6.876923
5941	10647	6.877291
2682	1148	6.880629
3078	11878	6.883258
123	72917	6.885375
25	20463	6.886224
7639	79412	6.888091
139	7833	6.894225
43	22152	6.899241
22152	4011	6.909872
43	4641	6.910353
3231	361	6.913857
0	74674	6.917234
1669	1404	6.925062
718	68207	6.925386
123	7404	6.925441
63	23289	6.929197
7404	5654	6.935010
5757	38525	6.937217
0	57443	6.938013
2845	4623	6.941316
0	11316	6.943073
0	90	6.945426
123	75738	6.951830
361	65538	6.951975
4641	11825	6.955339
15	11939	6.956413
0	12372	6.963256
0	62514	6.964345
191	12102	6.964866
57348	10284	6.967368
22246	29038	6.979471
25	41883	6.980593
44	75750	6.983316
0	80475	6.987538
15	66625	6.990199
226	7188	6.994648
43	35726	6.994769
10234	54869	7.001690
0	14542	7.002265
0	76843	7.008343
2682	6800	7.014899
0	29407	7.015875
44	41530	7.019961
139	8261	7.023447
0	14928	7.026805
2428	40209	7.031624
361	54395	7.032484
191	6907	7.040171
43	24547	7.041276
1014	1846	7.046692
1148	37345	7.047070
139	402	7.047539
0	15936	7.049164
361	1384	7.049683
0	334	7.052853
15	88919	7.053029
6380	4358	7.058394
43	15424	7.076301
0	1586	7.083937
73067	33932	7.090877
29038	34870	7.091005
92844	43441	7.103986
0	97281	7.107548
67633	94660	7.108914
0	34825	7.116704
25	3257	7.118691
0	454	7.119749
718	22656	7.120846
852	3090	7.129240
2845	20225	7.129891
0	16138	7.132107
1586	57683	7.133779
273	89340	7.136014
1148	35667	7.137099
1846	34019	7.140423
14928	4890	7.140488
25	24077	7.140532
0	88169	7.142597
10647	23195	7.149082
273	52901	7.149957
718	1	7.153085
11236	36346	7.157527
90	19738	7.157851
1014	37019	7.162093
0	29957	7.170403
0	34639	7.173462
43	18981	7.175715
15	7	7.177510
139	41040	7.179413
90	91098	7.179511
0	99357	7.190017
2845	38312	7.190648
43	70283	7.190728
0	1640	7.192678
1	4541	7.194375
0	60433	7.196186
1846	70982	7.196661
43	12339	7.197886
1	14238	7.199854
123	9724	7.201233
0	1713	7.203175
1	7131	7.205045
44	19338	7.205069
36346	62612	7.207821
1	25921	7.215355
1	57912	7.215462
15	8508	7.218661
1726	42412	7.219207
43	70647	7.221297
1	8686	7.222204
1129	1629	7.223630
1	2493	7.229877
90	5828	7.233010
4623	96274	7.236646
2060	14688	7.240781
0	4334	7.242131
40419	1180	7.246582
1014	48079	7.247778
1	73239	7.249401
1	1459	7.250718
191	6939	7.251349
1459	2282	7.252563
25	1337	7.252709
1	21359	7.253328
7639	458	7.255722
334	4214	7.257270
1	22352	7.257598
2428	34100	7.261120
79704	53710	7.261742
2060	12160	7.262722
1713	11332	7.263027
1	23428	7.264404
43	45259	7.266259
1129	49544	7.267273
1	92446	7.268453
90	20656	7.268530
44	7430	7.269451
361	65222	7.270441
1	65112	7.270632
1337	45836	7.272418
0	32560	7.273927
334	16276	7.274044
9724	6623	7.275464
0	11855	7.276516
0	69853	7.277697
0	3767	7.277823
35667	1165	7.284307
1	37373	7.288167
7833	52520	7.288261
56044	9339	7.295280
1	1418	7.295715
43	34603	7.296324
15	34115	7.298901
38525	37	7.301471
1418	160	7.302238
43	38659	7.303412
1	97704	7.306420
1	23400	7.306445
43	13685	7.310582
458	70782	7.311919
25	20920	7.312651
25086	8	7.316085
1	26045	7.320523
718	81793	7.320564
86184	90337	7.320590
0	7825	7.321205
1	80614	7.321778
7825	66794	7.327656
7	834	7.328209
90	61263	7.330270
7	15116	7.331976
7135	61842	7.333509
123	51454	7.334759
7	35350	7.335283
1	815	7.335553
9724	32095	7.338502
1418	6708	7.339049
37	90021	7.340726
1	20637	7.343438
90	264	7.344861
29038	44658	7.345755
8	42794	7.347446
1014	29712	7.349863
1	9405	7.350967
1	30271	7.352453
1	28091	7.353697
1	22114	7.354659
160	8863	7.355365
3090	57908	7.355898
90	16204	7.359226
1180	87827	7.361677
25	75338	7.362783
90	31363	7.363035
8	60701	7.363077
0	94587	7.371894
361	8154	7.373500
5941	41972	7.375987
718	69818	7.378710
37019	13733	7.380731
8	1039	7.382274
43	55380	7.386353
7	751	7.388866
21818	83965	7.393835
43	9374	7.393908
1	44951	7.394662
0	25213	7.395167
37	4244	7.395425
25	40851	7.399340
1	92597	7.400681
37	43363	7.403134
1	89876	7.414841
1713	7157	7.415374
273	27205	7.418267
160	54382	7.418583
1	64140	7.420309
815	11725	7.420738
3078	3550	7.421695
361	19072	7.427585
7	32238	7.428154
160	4423	7.428263
1	77451	7.428790
8863	76625	7.432236
1404	19433	7.436687
0	5072	7.438847
1	3044	7.439271
160	99583	7.439973
0	42130	7.441296
1	62632	7.441442
15	10264	7.441861
14340	66113	7.443100
37	90035	7.443543
1	41775	7.444051
361	61054	7.444068
273	55534	7.444450
43	77583	7.446743
1	58602	7.447119
361	5671	7.452864
0	493	7.455588
361	78027	7.456498
334	62935	7.459203
1	29653	7.459471
8	25401	7.460929
451	10102	7.461684
43	26782	7.464591
5042	42197	7.464942
0	810	7.465669
7	5856	7.465983
0	88664	7.466653
638	3467	7.467056
1	96024	7.467491
7	707	7.469088
0	8504	7.472654
1	82434	7.473195
11855	26123	7.479138
1	1704	7.480934
160	11430	7.481276
1418	42986	7.481681
7	507	7.484564
28626	10675	7.487707
25	79136	7.488863
74674	84687	7.490835
8	44189	7.492748
507	15015	7.493286
0	35562	7.494222
810	57728	7.494563
419	25201	7.498529
1	10092	7.501190
5800	89020	7.501223
24329	52397	7.501521
7	23814	7.505435
11332	891	7.505469
37	77237	7.508401
7782	19122	7.510456
133	16576	7.514646
0	17763	7.515322
13733	54479	7.516952
14542	71837	7.516958
8	5774	7.517457
34019	11097	7.517690
68964	12006	7.519391
5867	13468	7.521574
226	13371	7.522084
6536	1976	7.522277
8	11890	7.522396
0	6449	7.522678
1	74	7.525179
1846	14673	7.525516
25	57729	7.525885
0	56685	7.528645
1	5169	7.532009
65222	13930	7.533982
78027	27477	7.540273
1713	71729	7.540814
74	45591	7.545111
1	35099	7.545284
25	60236	7.549533
7	11141	7.552503
160	65983	7.553590
90	85563	7.554051
1165	19289	7.555436
1384	86553	7.555581
273	91612	7.560132
10725	13218	7.561121
17513	6873	7.561514
90	30421	7.563522
38312	2283	7.563932
7	35803	7.570498
1586	34543	7.572210
1704	50060	7.573446
9374	79521	7.574076
1	1716	7.580397
25	83256	7.585144
1	7453	7.585980
1	70857	7.587356
1014	48761	7.588731
1	66237	7.589626
13371	21530	7.589950
2092	2340	7.591039
11141	22497	7.592180
5169	40147	7.594259
361	12866	7.599118
8	60855	7.600239
0	12735	7.602879
10071	4056	7.610218
16576	36914	7.610920
1	84349	7.611871
7	1073	7.612227
810	3223	7.612424
10234	40793	7.613568
1	6600	7.615519
9374	73261	7.619242
15	65600	7.619251
160	9378	7.619259
1640	61305	7.621755
25	29472	7.625118
1	22229	7.625248
264	64663	7.626924
1	31702	7.629195
1073	40310	7.629795
63	72329	7.631916
8	26222	7.632680
4214	52915	7.632804
1	127	7.633040
44	11328	7.636110
8	10059	7.636162
89020	14981	7.637237
7	13148	7.637673
4244	5192	7.639442
1	82469	7.639534
0	62831	7.640563
37	47411	7.641174
43	83968	7.641723
1640	4044	7.642155
6873	21762	7.645150
402	35688	7.647718
127	49326	7.648843
7	62364	7.650156
133	548	7.650266
7	17189	7.654957
1014	7009	7.655913
0	58099	7.656055
36346	43547	7.656643
