IDREC,IDTR,TIME_TR
99999,NA,0
584,99999,0.162597
27569,584,0.743644
63,99999,0.868672
19859,63,0.896379
31448,584,1.019021
56498,19859,1.091687
82091,63,1.132966
7203,584,1.152910
1232,63,1.912305
92844,56498,1.973977
73160,63,2.204362
56044,63,2.261195
71174,73160,2.269114
16186,63,2.277941
4590,584,2.371886
21229,16186,2.378270
85812,63,2.536825
226,19859,2.643552
9003,4590,2.710047
88988,226,2.853465
73067,63,3.006895
60425,63,3.012175
24329,63,3.170981
50918,63,3.215428
52176,584,3.375085
10071,16186,3.777124
18576,584,4.227141
24592,584,4.241262
67633,226,4.243884
2428,584,4.270071
718,67633,4.328110
22246,584,4.371157
1726,63,4.415202
97982,67633,4.441252
2301,63,4.520609
84973,1726,4.581285
77788,4590,4.584870
81903,63,4.604086
41810,24329,4.614261
7639,18576,4.657956
59854,584,4.688655
7782,2301,4.692641
52248,7782,4.753881
1129,7203,4.810503
13687,81903,4.856274
638,63,4.892808
84848,18576,4.907398
1669,718,4.921612
49320,24329,4.941400
97587,584,4.945528
32232,2301,4.947868
6332,60425,4.979949
6920,638,5.037141
72335,1129,5.045054
3393,226,5.046253
3078,1129,5.091973
40711,7782,5.114511
29061,584,5.121273
87884,21229,5.123356
44,584,5.158240
31883,44,5.198348
34345,638,5.222578
6536,3078,5.225966
71130,638,5.265950
139,77788,5.275784
21736,49320,5.299318
94893,2428,5.303806
68352,638,5.305824
67593,139,5.352129
96749,139,5.352200
5916,63,5.368903
48717,6920,5.382650
81729,718,5.388101
45072,7782,5.394732
35398,139,5.411494
451,44,5.420727
46490,16186,5.442541
77983,6536,5.485646
40419,59854,5.526989
33487,584,5.538643
39996,139,5.567328
12073,7203,5.569161
47547,21229,5.582963
191,34345,5.597716
95074,3078,5.602398
88875,191,5.607990
86858,9003,5.610753
2682,97587,5.645441
63109,3078,5.651964
7135,2682,5.656191
2845,45072,5.662153
70423,21229,5.672286
40440,63,5.691692
55062,191,5.695520
5867,3078,5.713213
15218,35398,5.714971
17513,1129,5.721046
7862,13687,5.744094
2404,1129,5.759352
13457,5867,5.790799
37562,451,5.796149
72979,17513,5.838875
73623,44,5.841258
3126,584,5.842348
22452,77983,5.847498
86184,72979,5.851662
35324,63,5.893247
86961,7135,5.896995
14340,6920,5.941702
68918,13687,5.950069
2060,191,5.973286
1344,191,5.993625
95261,2682,6.041933
92752,16186,6.080492
35382,5916,6.081040
73458,7135,6.081486
74869,2682,6.082425
92367,2301,6.085043
2092,139,6.092624
12375,44,6.132281
19764,2060,6.132402
77732,7782,6.137809
25,226,6.138619
16143,2428,6.160036
50360,40419,6.166254
82348,25,6.169536
58924,584,6.172529
42371,191,6.173927
123,44,6.178364
33239,22246,6.179929
5757,191,6.180992
1081,15218,6.188619
11389,123,6.189312
6867,6332,6.191067
57528,1129,6.198948
17940,123,6.216060
21466,44,6.220742
15527,25,6.232522
3461,44,6.239256
48191,25,6.239852
91425,74869,6.241309
82947,47547,6.249814
53297,25,6.250091
79704,2428,6.252586
96616,87884,6.254737
92080,2092,6.258104
30001,2092,6.258622
82352,25,6.260695
86748,7135,6.261616
42538,1081,6.287834
88285,2428,6.299842
64448,25,6.307949
2742,1129,6.336747
1555,29061,6.338623
99296,3126,6.342926
5042,191,6.349249
15,2682,6.351588
22976,2682,6.358344
79651,5867,6.360277
56179,44,6.362325
25372,3078,6.364849
273,6332,6.398430
9636,25,6.430330
85467,5867,6.432192
1014,50918,6.437888
81712,15,6.438032
78129,226,6.469325
25805,44,6.477068
5663,15,6.484065
68964,273,6.485341
57348,24329,6.487749
97471,25,6.490915
23630,2682,6.498597
33571,25,6.503464
5800,273,6.515236
65159,40419,6.533540
11236,25,6.533713
73510,35398,6.540909
90675,191,6.542318
19563,17940,6.546759
6380,5867,6.548103
15589,7135,6.551182
3231,44,6.576206
10559,86858,6.592408
43,25,6.602644
25695,2060,6.606245
29165,15,6.607918
44661,6332,6.613278
4490,44,6.618491
92187,57348,6.623922
77332,25,6.624536
10234,2845,6.646590
17665,25,6.654161
24629,1014,6.656871
2565,15,6.659943
60640,638,6.661084
1685,2301,6.664051
28185,273,6.675965
48756,33571,6.686993
84109,44,6.690795
32348,584,6.693213
58224,56179,6.694313
15103,451,6.698224
25257,191,6.704253
4625,2301,6.705477
12199,5867,6.710016
4719,63,6.713705
94890,191,6.715730
5941,31883,6.716053
419,1232,6.724365
363,123,6.736099
84278,1669,6.738186
25086,35324,6.739039
39073,191,6.746988
28626,2845,6.747671
41798,1129,6.752610
92845,273,6.759545
31670,2060,6.765202
44762,584,6.773819
75616,24329,6.781444
852,273,6.788536
58239,25372,6.789629
25633,25,6.790298
62839,85812,6.790501
21818,25,6.791863
67192,19563,6.795575
16922,25,6.801714
38597,123,6.805405
97007,43,6.811470
68693,2060,6.812936
22436,11389,6.831812
2003,139,6.836879
40422,3231,6.848709
0,43,6.859707
133,139,6.860780
97290,43,6.864376
10725,718,6.865734
2305,0,6.867009
47827,226,6.872168
1247,5916,6.876923
10647,5941,6.877291
1148,2682,6.880629
11878,3078,6.883258
72917,123,6.885375
20463,25,6.886224
79412,7639,6.888091
7833,139,6.894225
22152,43,6.899241
4011,22152,6.909872
4641,43,6.910353
361,3231,6.913857
74674,0,6.917234
1404,1669,6.925062
68207,718,6.925386
7404,123,6.925441
23289,63,6.929197
5654,7404,6.935010
38525,5757,6.937217
57443,0,6.938013
4623,2845,6.941316
11316,0,6.943073
90,0,6.945426
75738,123,6.951830
65538,361,6.951975
11825,4641,6.955339
11939,15,6.956413
12372,0,6.963256
62514,0,6.964345
12102,191,6.964866
10284,57348,6.967368
29038,22246,6.979471
41883,25,6.980593
75750,44,6.983316
80475,0,6.987538
66625,15,6.990199
7188,226,6.994648
35726,43,6.994769
54869,10234,7.001690
14542,0,7.002265
76843,0,7.008343
6800,2682,7.014899
29407,0,7.015875
41530,44,7.019961
8261,139,7.023447
14928,0,7.026805
40209,2428,7.031624
54395,361,7.032484
6907,191,7.040171
24547,43,7.041276
1846,1014,7.046692
37345,1148,7.047070
402,139,7.047539
15936,0,7.049164
1384,361,7.049683
334,0,7.052853
88919,15,7.053029
4358,6380,7.058394
15424,43,7.076301
1586,0,7.083937
33932,73067,7.090877
34870,29038,7.091005
43441,92844,7.103986
97281,0,7.107548
94660,67633,7.108914
34825,0,7.116704
3257,25,7.118691
454,0,7.119749
22656,718,7.120846
