IDREC,IDTR,TIME_TR
99999,NA,0
17171,99999,2.373800
3966,17171,2.872749
14443,3966,3.842119
48879,3966,4.066642
6535,3966,4.510334
35753,3966,4.646228
38684,3966,5.380566
96952,3966,5.453718
15980,14443,6.814873
80785,3966,7.067645
98962,15980,7.328563
71411,15980,7.487606
3985,3966,7.774480
7978,3985,8.008048
78968,7978,8.157478
38236,14443,8.406504
76991,3966,8.460793
87432,7978,8.516659
65022,15980,8.545181
91211,38684,8.901570
13446,14443,9.205855
61477,7978,9.744022
13802,48879,9.774131
36419,38236,9.821356
15005,13802,9.829133
15566,36419,9.833843
79988,7978,9.968358
23175,13446,10.055172
20613,3966,10.148449
83829,13802,10.191080
9175,36419,10.357564
28720,3985,10.463653
95573,65022,10.589606
3700,83829,10.614766
47473,3700,10.621958
4400,7978,10.634852
38882,13802,10.647279
40463,3700,10.674736
9389,9175,10.794278
63517,87432,10.802002
77805,38684,10.861205
37550,3985,10.911302
88457,4400,10.959588
64758,3985,10.977213
32069,3966,11.044365
61603,4400,11.071450
22737,7978,11.227851
14805,13446,11.286357
92874,32069,11.395308
59148,13446,11.470667
99809,23175,11.504626
1155,3966,11.613257
3,91211,11.656964
7823,3,11.662908
24890,3,11.667983
88483,6535,11.668273
36665,3700,11.709079
2347,3,11.711014
33325,3,11.711777
8032,3,11.715696
60442,3,11.724305
87414,15566,11.726285
699,3,11.742951
52568,3,11.751260
17605,7823,11.757645
8048,3,11.767544
19610,2347,11.778940
6063,3,11.787602
94631,3,11.794229
92296,3,11.800824
78667,3,11.811095
227,3,11.816398
45279,3,11.825302
11669,7823,11.828273
6626,3,11.829385
1825,3,11.832686
306,3,11.847901
65285,306,11.852373
2329,3,11.853968
3300,7823,11.879606
48380,3,11.891107
8095,3,11.899644
40719,3,11.901154
81846,13802,11.909290
79173,3,11.915154
92866,3,11.920939
30316,8048,11.927351
99198,3,11.938444
32980,2347,11.945442
5253,3,11.961086
26,9175,11.987515
66411,2347,11.989836
17106,3,11.991849
80164,3,11.994395
8915,6535,12.002954
4112,26,12.012062
37195,3,12.020387
5677,3,12.025072
46753,23175,12.032196
43113,3,12.034093
31882,26,12.051321
283,3,12.062376
6723,26,12.064812
19680,26,12.066920
13812,3,12.081879
5905,3,12.082360
7297,3,12.087413
77354,3,12.090669
190,3,12.103956
18,88457,12.111328
199,13446,12.112789
34221,1825,12.117522
3950,3,12.137118
761,3,12.151937
11147,3,12.155508
13945,8032,12.155865
26569,7978,12.168475
1,3,12.171350
60073,63517,12.174424
