IDREC,IDTR,TIME_TR
99999,NA,0
2111,99999,3.135505
14664,2111,3.516582
48485,2111,3.557213
82441,2111,3.618562
28830,2111,3.777106
3191,2111,3.787505
11808,2111,3.930124
13224,2111,3.932859
65810,14664,3.955759
75345,2111,3.977834
17143,2111,4.060711
32660,99999,4.085496
48849,2111,4.133942
888,13224,4.155116
43160,2111,4.394527
2714,2111,4.414337
41326,17143,4.501895
44154,2111,4.627514
49495,13224,4.630993
14208,2111,4.776097
60864,41326,4.801724
3355,2111,4.875929
88099,888,4.895436
82346,2111,4.988595
57187,2111,5.044830
37637,2714,5.094963
47176,2111,5.137333
83655,3191,5.250523
89398,13224,5.322529
75837,48849,5.332517
39862,888,5.393911
13473,3355,5.413516
43645,14664,5.510313
85986,2111,5.536913
16667,89398,5.613219
26226,2111,5.685582
82485,60864,5.762198
74806,37637,5.806225
8107,17143,6.036230
2733,2111,6.087124
38610,2111,6.135562
20445,2111,6.142096
18400,2111,6.229011
108,38610,6.280893
44627,8107,6.295672
491,2111,6.305711
97794,2733,6.307869
23321,108,6.346129
12260,97794,6.392888
48623,8107,6.409481
6474,491,6.463934
38544,20445,6.550718
8743,888,6.563539
38925,491,6.639941
153,75345,6.751408
24340,153,6.802648
12793,24340,6.865890
77106,16667,6.869630
62872,37637,6.872250
17328,153,6.875633
3399,108,6.882049
59394,491,6.884382
1123,153,6.909504
74760,20445,6.910351
23168,2111,6.936806
4056,43645,6.979720
18039,108,7.003606
31567,6474,7.009983
5627,16667,7.067862
44022,38925,7.069586
80734,31567,7.100387
2864,491,7.132576
62350,153,7.137335
12345,5627,7.144141
31139,3399,7.144585
38196,2111,7.159668
1745,43160,7.180090
95996,26226,7.184025
9049,1745,7.269012
19815,153,7.310767
697,8107,7.320379
12220,74760,7.354495
78189,108,7.373862
7155,1123,7.378431
14319,31139,7.390279
70009,9049,7.410196
93989,2111,7.410843
54882,153,7.420320
91116,1123,7.452891
18045,108,7.501937
29626,65810,7.502144
6311,3191,7.504237
76297,31567,7.518456
14359,153,7.536815
81109,80734,7.547295
2623,108,7.595406
2101,3355,7.639489
88026,2111,7.651409
62907,18400,7.678277
94118,153,7.704986
27,12220,7.729084
61967,6474,7.729538
82461,1745,7.740534
3325,108,7.761324
2014,2733,7.769972
64219,2014,7.801021
2724,38925,7.806971
26711,27,7.850847
27219,1123,7.854994
91982,38196,7.863644
80359,2724,7.865313
5871,3325,7.872478
13250,27,7.902141
33356,3355,7.906574
560,888,7.917690
76964,2014,7.931892
4806,491,7.932842
7798,3325,7.933365
13263,2101,7.970167
11081,76297,7.981413
56298,3325,7.999532
76534,13263,8.000763
14759,27,8.012513
45120,27,8.048394
82246,81109,8.055304
38,27,8.056360
22847,60864,8.056904
12962,27,8.059089
45261,108,8.073808
21979,8743,8.077285
33974,27,8.082506
1578,38,8.083503
5844,91982,8.117857
95198,9049,8.124548
52076,108,8.132805
5294,38,8.134079
7555,16667,8.136212
79253,3325,8.149515
79922,1578,8.171402
85055,2014,8.174035
72151,41326,8.190483
45239,12962,8.193899
86405,38,8.199696
9230,38,8.205050
77378,1578,8.206266
414,108,8.213412
16061,38,8.226721
43826,38,8.226909
16775,38,8.230822
4279,491,8.234848
3750,108,8.236720
6776,4056,8.239376
3430,27,8.247021
11589,57187,8.250258
16533,3430,8.253991
20860,3355,8.262780
4107,33356,8.267113
66478,11081,8.275916
53152,52076,8.280903
94142,11081,8.310294
64401,38925,8.316850
3343,45239,8.316989
27138,4279,8.319830
13861,2111,8.323144
40330,27,8.323217
67353,2724,8.331776
42928,27,8.345520
1147,153,8.346328
28109,888,8.367674
36295,38,8.368317
30810,2724,8.374166
86667,2733,8.384029
49688,27,8.389291
59946,153,8.410831
4458,153,8.420314
56190,491,8.435673
56321,1147,8.451923
42876,2733,8.464495
67850,13224,8.466826
1911,4279,8.470355
15018,3430,8.496384
29529,38,8.500197
24322,11081,8.502659
2197,38,8.503539
77444,56321,8.511261
66562,38,8.512278
18454,38,8.518206
6589,38,8.531939
23698,153,8.566500
1062,2111,8.569759
90727,38,8.575139
9,38,8.575372
61261,5627,8.576065
16616,38,8.576408
7677,9,8.578386
791,5844,8.580780
95899,153,8.590003
63446,491,8.596193
79569,38,8.599405
64755,38925,8.613582
11174,9,8.613943
90683,40330,8.618290
395,1123,8.620062
80355,9,8.622724
26258,56298,8.622782
8891,38,8.627316
68016,1147,8.637270
2889,27,8.643444
29900,9,8.643725
27670,414,8.648615
92581,44627,8.658038
23584,27,8.659437
73294,29900,8.665859
97249,2714,8.677943
86072,26711,8.680647
44,38,8.690582
67556,491,8.693389
1054,108,8.695086
5477,1054,8.702831
24546,38,8.710780
88833,3343,8.711540
26807,9,8.711617
62939,9,8.714371
23633,38,8.720758
78834,414,8.727301
22272,2864,8.728290
87782,2111,8.736057
12724,38,8.736189
21142,6474,8.737347
52824,38,8.738790
73740,5294,8.738803
45025,2733,8.748720
5464,5294,8.751630
29199,2014,8.759147
93896,491,8.760334
5207,2014,8.761866
32257,1745,8.763533
6,27,8.764648
44788,26258,8.770187
78817,697,8.773735
42238,2724,8.776787
33410,27,8.776944
13751,9049,8.789589
6331,2724,8.792919
8049,6311,8.801658
73389,108,8.802175
7676,2864,8.803323
2299,8891,8.807457
49372,3343,8.807861
3648,14319,8.812777
42,38,8.823590
97660,3430,8.824277
16793,1578,8.824428
7319,8107,8.829313
98054,5207,8.830624
92283,697,8.835060
33400,38,8.837018
88102,6,8.841723
25475,414,8.847933
42221,11589,8.849237
86921,12220,8.850809
53168,1054,8.857091
83400,38,8.873547
17907,7676,8.885197
4,9,8.892595
62375,6474,8.901999
56055,42,8.907178
55248,6,8.915404
96,4,8.925652
179,38,8.941343
14412,12260,8.957431
49928,6,8.959881
13417,47176,8.960372
89489,9,8.967260
66316,4,8.968380
57767,87782,8.969848
90730,9,8.972094
24710,153,8.986330
23743,38,8.990726
83432,38,8.991650
3610,27,9.006366
7375,6,9.016874
40135,4,9.017698
31591,38,9.018996
97772,7676,9.026209
22427,1745,9.026846
74058,6,9.026938
3836,9,9.028516
7661,42,9.035305
64323,3648,9.036323
1640,64323,9.039320
4501,1123,9.044506
9106,2111,9.047672
1247,7798,9.055569
40742,1147,9.061483
68736,3325,9.061975
90669,4,9.063021
41464,560,9.075229
10452,2733,9.076712
79070,38,9.078284
47947,38544,9.078782
64666,4,9.080957
98578,38,9.083800
28494,38,9.089877
19581,13250,9.091874
7526,38,9.094157
77416,5627,9.094415
622,85986,9.096313
544,4,9.096845
54819,38,9.103736
1905,491,9.109848
33836,544,9.116897
5130,22272,9.119650
75332,4,9.122441
2420,64755,9.127203
52360,395,9.128353
65919,6,9.130330
73532,38,9.131701
33677,38,9.133714
89906,1905,9.134237
45357,17143,9.135099
1259,560,9.139843
43970,2724,9.139962
84078,7319,9.157736
7001,622,9.160326
25958,4,9.162598
8197,395,9.165687
21823,9,9.168843
25072,8049,9.171591
66658,96,9.173430
16962,38,9.178779
5245,5130,9.178932
4418,414,9.180076
2759,27,9.180690
67582,6589,9.183679
8047,26258,9.192225
39753,38,9.192805
2057,44,9.193477
12660,38,9.195476
37461,8049,9.195622
36534,22272,9.203860
3,95899,9.207141
31207,38,9.207586
6407,3750,9.212468
3982,4,9.213494
7,6,9.214941
14171,395,9.215793
7050,1905,9.216803
44720,42,9.226376
12801,88833,9.227223
73410,153,9.228085
2534,38,9.233583
727,3,9.234520
64893,7,9.234788
87774,13417,9.236994
89860,9,9.247373
69325,3,9.247695
10764,6,9.251646
177,7,9.252912
8268,4458,9.260260
458,16962,9.262594
63418,7375,9.264469
10359,177,9.269047
30736,7,9.271099
45132,20445,9.272342
1305,544,9.280056
3662,3,9.281563
87106,3,9.282917
92507,1640,9.283638
14650,4,9.285055
4309,179,9.285474
63544,622,9.290499
43476,1305,9.293229
17631,3,9.294054
49750,3,9.295106
1013,42,9.301033
85864,12220,9.302117
38089,3343,9.302813
42576,4,9.305160
52156,13417,9.305841
3674,4,9.305985
74,4,9.306906
85157,177,9.308821
38209,27,9.314737
11677,74,9.316374
2053,3,9.322021
68961,108,9.322038
95039,2299,9.324893
15381,3325,9.326799
32049,2864,9.327417
66065,31207,9.330055
14719,9,9.331420
66834,2724,9.339558
