IDREC,IDTR,TIME_TR
99999,NA,0
35258,99999,0.585435
87357,35258,0.676508
3025,87357,3.917202
8723,3025,4.021035
48338,8723,4.056995
531,3025,4.086150
1930,3025,4.244996
43798,1930,4.293076
11812,43798,4.309884
17910,11812,4.542883
69,1930,4.690483
58585,69,4.722899
85436,531,4.758985
43649,69,4.765106
20751,1930,4.810884
73943,1930,4.815951
1699,69,4.871166
2612,69,4.888281
2328,531,4.899580
11283,69,4.928818
23106,11812,4.947491
50929,11283,4.988832
64987,69,5.009377
6180,69,5.040949
34940,1930,5.059902
60826,2612,5.076991
2137,48338,5.078310
4512,1930,5.097338
99769,1699,5.154544
82846,73943,5.187952
61166,531,5.234313
95421,2612,5.251157
1490,1699,5.292621
31195,69,5.306158
13129,1930,5.309490
28566,69,5.329268
6154,69,5.398901
86449,99769,5.410243
26437,69,5.412292
6069,1930,5.425270
67846,1930,5.447105
2429,1490,5.481259
30423,11283,5.514417
58822,69,5.566758
76576,20751,5.568885
22390,20751,5.583408
24109,1699,5.592454
48655,69,5.662895
4997,69,5.691565
88043,531,5.707726
27825,2328,5.735700
49469,4512,5.739773
97368,69,5.816539
55839,69,5.835771
27970,1699,5.900762
59883,69,5.909334
4786,69,5.912351
27478,35258,5.959792
14766,1699,5.972933
2022,1490,6.095291
17,11812,6.127026
19270,17,6.133221
33761,2022,6.140428
83088,1699,6.169868
34414,69,6.175368
76310,2328,6.194765
48152,531,6.205623
90602,11812,6.210585
793,2429,6.244914
890,69,6.245499
65407,531,6.250092
29746,890,6.261217
13896,69,6.275699
1864,2137,6.278309
62457,17,6.295640
60995,27478,6.303779
931,83088,6.339068
45341,4512,6.370057
14916,2022,6.389486
15297,2022,6.399645
4514,17,6.410812
17096,2328,6.412803
27017,69,6.412996
20214,2612,6.422107
56400,69,6.433558
74722,1490,6.435772
10907,1699,6.437611
95661,1699,6.450710
1741,1930,6.456230
49764,793,6.468656
12769,4512,6.477087
735,69,6.499867
1594,17096,6.533566
41425,27478,6.584656
90986,41425,6.586693
41100,17,6.590589
14134,69,6.591871
51207,17,6.597826
55179,17,6.604320
9357,2612,6.607338
1271,2612,6.608221
96819,2328,6.617422
6357,1594,6.628984
78237,793,6.641718
92596,17096,6.644798
51480,67846,6.661416
26892,1930,6.663788
60220,14134,6.686399
65,1594,6.700710
1755,69,6.715684
42269,69,6.736699
36722,1699,6.760766
73848,65,6.763970
1695,69,6.767926
48095,2022,6.768209
8715,1864,6.769573
77153,27478,6.770961
16760,2022,6.781729
42767,41100,6.791606
76236,48095,6.803841
50573,1594,6.804472
35194,4512,6.833292
87219,3025,6.835173
50941,17,6.860951
58136,48655,6.862323
28465,1699,6.871715
53452,531,6.887249
35587,65,6.899338
2959,17,6.913409
4054,28465,6.922949
46,8715,6.937616
49340,17096,6.938891
4946,931,6.944865
3949,2137,6.947369
328,14134,6.959913
736,65,6.963549
30924,29746,6.978535
94353,69,7.001709
3385,1271,7.009338
72995,890,7.019773
31674,328,7.030842
2,17,7.032936
97,69,7.038678
28091,4054,7.044127
789,793,7.047837
31333,2,7.061710
2504,94353,7.066001
4743,1594,7.066577
12037,17,7.067774
22888,2,7.068425
48330,2,7.069795
2867,2,7.076471
52841,2,7.086832
98,2,7.093250
315,69,7.099523
4399,46,7.103777
91712,2,7.104116
16909,2022,7.104760
96124,46,7.117282
1418,1271,7.118837
41806,65,7.120433
12662,2,7.121273
68389,27017,7.128525
26670,8715,7.134684
12573,2,7.138011
17894,2,7.140296
85058,1755,7.141319
11475,4054,7.155798
97417,789,7.159709
80098,2,7.162276
41422,65,7.167521
99715,2,7.172313
558,8723,7.174138
59728,98,7.177014
15,2,7.182535
16765,890,7.186029
219,2,7.191309
40422,4512,7.202830
16184,1699,7.203199
53059,15,7.204587
6915,531,7.211032
68190,2,7.213335
51737,46,7.218093
47712,2,7.219064
54743,2,7.219323
52445,328,7.220914
9965,2867,7.238462
4156,76310,7.247155
43953,69,7.250822
29608,12769,7.252201
21396,2504,7.254609
54597,1490,7.260339
28567,69,7.260371
34780,98,7.260782
14,69,7.267252
78461,2,7.275443
27604,14,7.279851
27115,97,7.290953
1015,2,7.298587
27772,2,7.301281
54508,2,7.302258
7270,46,7.304590
779,2,7.307633
58578,2,7.309156
81388,2,7.313901
65027,2,7.315573
0,2,7.316622
2302,0,7.316684
7830,1699,7.317982
55619,2,7.318323
39306,0,7.318867
4823,315,7.320458
74659,2,7.321100
28595,219,7.323023
34,2,7.324147
66144,2,7.329853
31773,2,7.330840
28991,0,7.334586
32697,21396,7.337455
74373,20751,7.346960
38738,0,7.349369
99000,98,7.349383
49730,4054,7.351021
4521,2022,7.360217
33149,2,7.363965
23886,0,7.367668
49429,0,7.368369
83717,0,7.372361
900,0,7.381283
5500,14,7.381441
12096,2,7.384619
11413,1490,7.386182
1555,97,7.388910
5469,2,7.388950
71931,69,7.391923
14951,2,7.400340
3029,890,7.400424
2588,2022,7.402808
32517,98,7.405563
40317,2,7.406126
31359,219,7.407006
43573,531,7.409181
24915,1594,7.411828
48,0,7.413653
75204,0,7.417422
27166,2,7.420326
35002,31333,7.422155
19947,2,7.425480
553,98,7.425820
26448,31333,7.427795
8957,34,7.429954
90443,931,7.430127
36201,51480,7.431022
42294,2,7.434792
49864,7830,7.442318
56464,98,7.450445
18767,97,7.454747
60091,58822,7.455625
58869,793,7.457307
99576,1555,7.457545
