IDREC,IDTR,TIME_TR
99999,NA,0
25291,99999,0.425780
46755,25291,1.839467
23337,25291,5.690705
76174,25291,7.432188
26890,23337,8.771024
28911,23337,8.848983
57880,99999,9.573864
8211,23337,10.180244
29748,57880,10.810493
5207,8211,11.008753
2877,5207,11.280905
20204,57880,11.322034
18544,5207,11.343237
97149,23337,11.389746
24843,23337,11.417556
45989,8211,11.489588
18988,5207,11.524040
36122,2877,11.596719
3148,18544,11.629007
70057,2877,11.669311
7522,3148,11.821557
74063,36122,12.141080
52023,23337,12.169032
76144,2877,12.321296
40113,2877,12.352645
43090,5207,12.527386
91295,5207,12.591851
96242,3148,12.623395
10482,5207,12.643031
97087,18544,12.740094
44327,5207,12.854455
42563,2877,12.944611
17779,5207,12.962205
1334,23337,13.078964
59396,43090,13.110771
8312,2877,13.160822
91691,5207,13.182854
50151,5207,13.322976
10047,8312,13.427890
64089,52023,13.447058
70986,45989,13.460439
34208,1334,13.461106
80006,24843,13.561623
22772,29748,13.574321
6650,1334,13.577042
5970,1334,13.591527
76661,5207,13.614838
8624,2877,13.629358
42388,20204,13.645586
62462,8624,13.680953
92220,42388,13.687088
98509,5207,13.694752
95463,64089,13.711899
36280,5207,13.715636
19107,2877,13.786078
92737,10047,13.792486
93949,19107,13.809840
67708,1334,13.830014
61961,8624,13.877442
15966,18988,13.975343
43602,22772,14.011723
37444,2877,14.042352
8687,8312,14.075341
57020,3148,14.115301
85676,2877,14.208265
42704,43602,14.281573
74,2877,14.313422
10753,5970,14.348230
77078,29748,14.380819
79805,2877,14.394007
39708,2877,14.403846
60137,5207,14.451462
11769,29748,14.508422
43291,1334,14.513535
35310,1334,14.547060
27021,20204,14.624879
36014,10482,14.656291
6459,3148,14.769446
99546,1334,14.770286
26817,44327,14.772945
76331,17779,14.882571
1386,8211,14.946242
51355,2877,14.965869
8550,1334,14.997258
17526,5207,15.053092
6923,6459,15.069960
83560,20204,15.078258
35355,34208,15.095488
65426,5970,15.098103
17964,1386,15.098873
96762,57880,15.154082
26723,3148,15.162747
13579,1334,15.271247
11174,74,15.302216
72348,51355,15.310449
92498,26817,15.314234
54911,5970,15.322827
86128,1334,15.328539
686,1334,15.362918
32587,8687,15.382835
22014,17964,15.386508
26819,1386,15.404080
9318,32587,15.407464
3802,91691,15.412579
79609,20204,15.414816
54581,686,15.447100
3764,74,15.452777
1086,54911,15.461826
630,1086,15.570259
44190,26819,15.578243
74282,17964,15.579955
1572,630,15.604036
23507,54581,15.626416
71041,5207,15.641412
568,74,15.664130
17266,42388,15.669175
87745,91295,15.683962
14830,6923,15.701878
34222,23507,15.704244
12964,686,15.707212
61223,1386,15.709218
35463,23507,15.714447
4745,74,15.763735
76087,74,15.811246
13,23507,15.840408
24107,13,15.840990
17121,13,15.846258
24092,13,15.854671
58918,36280,15.867219
13060,13,15.876282
225,13,15.876387
2214,225,15.877898
23317,13,15.878457
51445,13,15.880108
3672,6650,15.900756
28702,13,15.902621
75083,1334,15.916891
27948,13060,15.918130
2254,1086,15.918792
12359,13,15.918805
40421,6923,15.924502
826,13,15.954278
26335,74,15.960215
46445,826,15.963847
4438,225,15.975746
64307,13,15.990736
46160,1386,15.991260
29444,1386,15.991594
20157,13,15.995827
27648,13060,16.004757
720,13,16.005929
24446,13,16.010313
47066,13,16.014795
72481,13,16.019809
31074,630,16.021695
32,720,16.030189
4000,1086,16.039169
40813,32,16.041387
94602,24446,16.045270
