IDPOP,TIME_SEQ,SEQ_COUNT
99999,21.751434,1
973,32.858246,1
9636,24.186644,1
11640,30.958839,1
337,28.975120,1
57275,18.816018,1
3309,32.848376,1
5839,33.330348,1
21979,23.007842,1
4347,33.522133,1
47006,26.426655,1
2874,28.454024,1
45355,34.179907,1
59078,31.932145,1
99674,28.636315,1
68074,22.291787,1
31204,17.561925,1
36,27.326909,1
61191,21.809036,1
157,24.058311,1
7,32.501670,1
3514,24.666585,1
62313,24.447331,1
1405,24.613271,1
30509,21.766906,1
351,29.602847,1
56500,17.835036,1
60716,19.252486,1
281,21.712916,1
259,24.031123,1
11670,23.678497,1
28243,30.449436,1
12033,28.296939,1
6081,32.953597,1
57281,33.182415,1
2346,22.815141,1
34703,19.508923,1
4613,20.247643,1
50929,31.342681,1
64759,24.640108,1
6258,21.225341,1
24239,28.412119,1
7475,22.828360,1
63652,26.230474,1
41085,28.962527,1
76193,17.706237,1
5600,23.190355,1
28,26.626704,1
25961,22.879988,1
15192,17.251056,1
25473,21.687824,1
38401,28.790743,1
81457,22.310172,1
33615,24.999370,1
87104,26.162513,1
16236,19.846469,1
54016,21.802599,1
1393,23.173029,1
26424,32.046629,1
156,26.690918,1
82749,32.277859,1
87624,24.501835,1
22774,23.720807,1
17259,32.350970,1
98425,28.365857,1
98650,31.740005,1
68223,19.797468,1
13102,20.461168,1
63223,31.700407,1
637,17.938440,1
19180,29.457053,1
8317,21.554064,1
59623,34.961584,1
7697,23.582978,1
85,26.851880,1
24027,20.355820,1
50820,26.372062,1
174,28.701105,1
751,30.676853,1
24251,27.653620,1
61060,28.771404,1
19838,25.208055,1
3258,25.404048,1
33875,24.079251,1
4854,28.775214,1
43309,31.185036,1
69586,25.025267,1
13167,19.379749,1
7877,17.119481,1
2470,26.107857,1
28504,23.526531,1
21795,22.952883,1
67711,17.378282,1
302,21.515574,1
85382,27.711108,1
73,26.458135,1
13134,17.038568,1
71696,21.506844,1
17315,33.027320,1
11937,34.930440,1
3819,17.736351,1
11774,23.535806,1
24929,32.299225,1
50261,25.524100,1
9438,22.638590,1
15188,21.296535,1
18613,25.567688,1
51791,25.607143,1
210,25.846914,1
25372,24.220818,1
4007,25.494988,1
16055,33.851582,1
7104,19.482243,1
61622,32.517889,1
64562,24.051120,1
79661,22.647502,1
3927,28.714094,1
78862,30.354644,1
15744,17.190058,1
8353,21.848987,1
119,21.617098,1
12938,24.416409,1
50518,27.635526,1
33638,30.162238,1
21,19.076208,1
28629,30.157794,1
4436,26.691374,1
80157,23.551275,1
2539,25.784746,1
67578,29.027184,1
1854,19.447619,1
9098,26.887534,1
40831,19.379882,1
94166,22.171906,1
5007,17.832665,1
52914,22.635576,1
45163,23.516433,1
84257,33.411885,1
10504,31.766977,1
71376,35.499227,1
79472,27.052927,1
47634,35.397162,1
26529,28.807626,1
30981,26.991967,1
74473,28.405998,1
27966,26.376174,1
162,29.977178,1
35675,22.133468,1
3928,19.268344,1
46673,21.303038,1
16305,18.473808,1
32729,30.603019,1
21192,29.767248,1
91602,19.361875,1
3007,21.964956,1
13009,19.432660,1
