IDPOP,TIME_SEQ,SEQ_COUNT
99999,3.089120,1
75,10.975962,1
20353,1.917254,1
3842,12.290891,1
1403,12.717726,1
1618,2.284375,1
9207,5.442222,1
31673,3.012462,1
3017,8.672512,1
55261,11.250675,1
7030,7.686219,1
30629,8.444117,1
47227,12.644418,1
4698,2.783252,1
35223,5.608217,1
896,6.033598,1
79920,11.870857,1
58309,5.345886,1
22925,2.908829,1
36639,5.540437,1
97416,5.143440,1
2766,3.039082,1
41168,9.987199,1
98305,10.872650,1
15248,11.852621,1
64,5.569133,1
87691,9.959883,1
34181,7.644446,1
835,4.026022,1
34322,8.023268,1
34943,6.663663,1
13153,7.213368,1
5911,3.834059,1
79405,10.566035,1
19950,9.500977,1
2504,5.334248,1
98129,7.741231,1
11748,5.933822,1
1806,4.474840,1
7859,12.953807,1
87576,5.361709,1
65842,10.558425,1
74740,8.017072,1
9623,13.694381,1
29018,7.220322,1
56233,8.279523,1
16673,9.948132,1
8359,9.918708,1
51530,8.806794,1
9810,6.444571,1
6788,6.852724,1
24131,9.130040,1
60,3.302238,1
80304,9.144779,1
27845,12.942389,1
70402,9.128638,1
29715,5.015755,1
21713,6.379307,1
26003,10.006944,1
21146,5.531191,1
344,11.460527,1
27309,10.015585,1
62825,6.318792,1
6063,9.325319,1
95077,10.532274,1
3153,13.011725,1
87567,8.125104,1
19294,7.967937,1
16389,5.616757,1
86397,5.975646,1
10830,6.421123,1
74981,10.119357,1
4330,9.408812,1
7261,7.995371,1
61012,13.133696,1
2347,3.612283,1
17528,6.155304,1
34720,10.318305,1
20428,4.668360,1
95921,4.097045,1
31363,5.391486,1
33259,11.767817,1
53749,5.380936,1
66048,13.074353,1
41475,5.534697,1
20213,10.252811,1
25138,12.661181,1
21537,9.136518,1
19601,10.033756,1
21833,4.310062,1
58123,10.018672,1
37,10.532530,1
14638,5.192026,1
58648,9.263534,1
10175,7.904793,1
11529,13.164479,1
56922,10.469148,1
18312,8.631465,1
10264,13.195840,1
15494,7.409607,1
53815,7.834826,1
85283,4.896380,1
33680,12.981522,1
43481,7.009450,1
55820,12.595368,1
61380,12.898189,1
24487,8.250783,1
16069,11.123156,1
5214,9.955312,1
9130,5.760903,1
2756,4.758724,1
59041,11.196872,1
25247,5.922546,1
39848,12.381598,1
47336,5.705540,1
87583,12.277317,1
37883,6.557367,1
81035,11.026233,1
22190,4.116813,1
3324,10.363164,1
87299,11.617630,1
7455,9.895065,1
13183,12.960980,1
57637,6.525581,1
71873,7.709120,1
4712,9.727696,1
17145,6.557970,1
18970,9.883589,1
72336,9.130532,1
15783,7.426941,1
39053,13.710067,1
57065,4.974175,1
78705,13.676857,1
181,4.574262,1
41866,11.771491,1
3777,8.729553,1
81367,8.136639,1
1862,10.105233,1
9516,4.750072,1
39601,12.616685,1
9831,10.695366,1
12760,13.363217,1
15150,4.677817,1
91339,5.329523,1
16426,4.522778,1
71929,12.606291,1
31463,6.215889,1
41037,7.224071,1
40209,10.859992,1
10244,6.026302,1
62183,10.617256,1
98183,7.085336,1
10325,9.414643,1
42643,4.738612,1
7299,9.707140,1
71085,6.386056,1
7258,9.543695,1
24633,8.630786,1
36554,7.989430,1
68542,4.339301,1
2,9.570211,1
9826,9.294364,1
90943,11.968879,1
16150,11.719990,1
92319,5.090983,1
15756,11.142503,1
42030,11.540555,1
1285,6.372303,1
2533,6.413994,1
13957,5.961486,1
41173,12.180475,1
53887,6.691715,1
882,10.779491,1
33601,9.665238,1
31466,10.359722,1
33753,13.215013,1
33074,6.884636,1
1639,7.993314,1
55087,9.379833,1
65936,13.086709,1
25951,12.377708,1
46806,10.368431,1
38621,13.091338,1
83984,11.472235,1
20543,10.100916,1
24153,10.261613,1
