IDREC,IDTR,TIME_TR
99999,NA,0
4700,99999,3.135505
36405,4700,3.787505
27605,99999,4.085496
24074,4700,4.414337
23649,27605,4.466573
42409,36405,4.582124
35579,36405,4.584858
70732,4700,4.875929
49472,35579,5.006567
49769,23649,5.108174
55200,35579,5.583296
1738,49769,5.591232
21865,49472,5.848896
79192,1738,6.030409
30453,4700,6.087124
275,1738,6.234602
170,275,6.456859
48541,170,6.756687
2007,170,6.898043
31158,275,6.932736
72058,49769,6.961265
48526,23649,7.016650
28299,170,7.137485
15542,170,7.197179
73368,28299,7.224760
1607,170,7.249551
42098,31158,7.308817
53988,1738,7.334198
3382,24074,7.420929
3604,2007,7.435630
163,23649,7.466630
16,79192,7.493427
77426,16,7.544667
94868,16,7.556669
2088,16,7.558663
25536,16,7.578446
68404,1738,7.584963
1143,1738,7.594922
62732,163,7.611962
67961,16,7.617652
22,275,7.624272
59627,16,7.651523
12308,16,7.651650
84106,22,7.655321
7555,170,7.655434
47341,163,7.687376
13911,170,7.695654
259,22,7.700551
20409,22,7.709140
3550,22,7.713194
135,22,7.714676
2417,163,7.726073
32081,48526,7.727912
89323,259,7.731146
41718,259,7.733930
63934,22,7.735425
27375,135,7.741820
45263,22,7.746036
25545,16,7.756329
6460,22,7.765456
84503,22,7.786191
50548,135,7.792396
64387,22,7.796313
42211,22,7.797330
1026,22,7.800498
11467,22,7.814757
61730,2088,7.821199
17175,16,7.827658
2852,163,7.839881
72067,22,7.862480
93158,135,7.863366
3084,22,7.869966
638,135,7.873292
75324,163,7.875252
86252,16,7.879354
68171,2417,7.896434
1275,2417,7.900535
42732,22,7.907701
741,22,7.914295
52781,16,7.923072
50154,22,7.943582
2779,135,7.953463
42082,22,7.954277
6105,259,7.954764
27460,22,7.954951
46580,22,7.977694
10914,22,7.998861
42064,20409,8.003643
37564,2852,8.010431
77287,22,8.012463
85861,22,8.028335
89076,20409,8.038021
48151,1143,8.039066
32706,16,8.039476
11564,170,8.042154
45906,27460,8.042850
17962,1275,8.043872
71376,16,8.052786
47997,68404,8.053890
27927,259,8.061090
1031,22,8.071180
18045,16,8.072098
4271,6105,8.077526
15369,50154,8.078392
93839,16,8.080782
23345,170,8.084276
20470,22,8.087229
429,16,8.094582
