0.740839 0.200000 86768 0 1 99998 2 [],[99999]
2.452561 0.300000 4616 0 1 99997 3 [],[86768]
3.185418 0.800000 11864 0 1 99996 4 [],[4616]
3.994753 1.200000 38779 0 1 99995 5 [],[86768]
4.301916 1.300000 39063 0 1 99994 6 [],[11864]
5.569801 1.400000 30 0 1 99993 7 [],[4616]
5.598598 15.300000 82800 0 1 99992 8 [],[30]
5.756608 15.300000 86632 0 1 99991 9 [],[30]
5.761970 15.300000 58434 0 1 99990 10 [],[30]
5.876789 15.500000 55360 0 1 99989 11 [],[30]
5.983453 15.500000 4701 0 1 99988 12 [],[30]
6.040266 15.500000 92557 0 1 99987 13 [],[30]
6.070712 15.500000 16548 0 1 99986 14 [],[30]
6.104144 15.700000 41293 0 1 99985 15 [],[30]
6.144430 16.200000 65795 0 1 99984 16 [],[30]
6.226194 16.200000 14699 0 1 99983 17 [],[30]
6.256433 16.800000 4136 0 1 99982 18 [],[16548]
6.268568 17.900000 8924 0 1 99981 19 [],[30]
6.297674 18.100000 28485 0 1 99980 20 [],[30]
6.314989 18.400000 72981 0 1 99979 21 [],[30]
6.315509 18.500000 33477 0 1 99978 22 [],[16548]
6.344769 18.700000 96899 0 1 99977 23 [],[30]
6.371095 18.700000 325 0 1 99976 24 [],[30]
6.449307 22.400000 91830 0 1 99975 25 [],[28485]
6.489699 22.400000 15334 0 1 99974 26 [],[30]
6.504783 22.400000 1701 0 1 99973 27 [],[30]
6.523818 24.800000 84579 0 1 99972 28 [],[1701]
6.531572 24.800000 60424 0 1 99971 29 [],[30]
6.589940 24.800000 20010 0 1 99970 30 [],[325]
6.655520 25.000000 61857 0 1 99969 31 [],[14699]
6.668539 25.000000 15458 0 1 99968 32 [],[30]
6.682196 25.900000 220 0 1 99967 33 [],[11864]
6.711290 44.700000 68776 0 1 99966 34 [],[30]
6.723179 44.800000 14818 0 1 99965 35 [],[220]
6.731274 45.100000 3848 0 1 99964 36 [],[30]
6.741077 46.500000 47473 0 1 99963 37 [],[220]
6.774058 46.600000 109 0 1 99962 38 [],[325]
6.785457 53.300000 28544 0 1 99961 39 [],[220]
6.854543 53.300000 9035 0 1 99960 40 [],[30]
6.915340 53.500000 24204 0 1 99959 41 [],[30]
6.953964 53.700000 8479 0 1 99958 42 [],[30]
6.956895 54.400000 44130 0 1 99957 43 [],[109]
6.957460 54.400000 7327 0 1 99956 44 [],[30]
6.958006 54.900000 3551 0 1 99955 45 [],[220]
6.967171 55.400000 6 0 1 99954 46 [],[30]
6.970894 90.600000 1844 0 1 99953 47 [],[30]
6.993208 92.700000 67171 0 1 99952 48 [],[220]
6.998436 92.700000 79529 0 1 99951 49 [],[325]
7.044233 92.700000 69338 0 1 99950 50 [],[30]
7.045333 92.800000 13543 0 1 99949 51 [],[6]
7.057093 93.100000 66081 0 1 99948 52 [],[30]
7.065348 93.200000 74480 0 1 99947 53 [],[220]
7.079949 93.200000 47795 0 1 99946 54 [],[41293]
7.087550 93.200000 12483 0 1 99945 55 [],[6]
7.099446 93.300000 968 0 1 99944 56 [],[6]
7.113278 95.200000 13305 0 1 99943 57 [],[30]
7.120383 95.200000 26668 0 1 99942 58 [],[4136]
7.120639 95.200000 61556 0 1 99941 59 [],[20010]
7.123166 95.300000 51214 0 1 99940 60 [],[6]
7.130426 95.400000 10103 0 1 99939 61 [],[30]
7.139227 96.000000 1010 0 1 99938 62 [],[3848]
7.142511 99.800000 40837 0 1 99937 63 [],[6]
7.144201 99.800000 57390 0 1 99936 64 [],[6]
7.150987 99.900000 65821 0 1 99935 65 [],[74480]
7.151935 100.000000 18785 0 1 99934 66 [],[6]
7.169278 100.000000 7904 0 1 99933 67 [],[30]
7.179759 100.100000 2017 0 1 99932 68 [],[220]
7.182646 102.500000 605 0 1 99931 69 [],[1010]
7.186154 109.600000 2860 0 1 99930 70 [],[6]
7.198839 111.500000 7770 0 1 99929 71 [],[325]
7.200531 112.500000 76351 0 1 99928 72 [],[6]
7.246481 112.500000 3554 0 1 99927 73 [],[6]
7.258806 113.800000 81858 0 1 99926 74 [],[6]
7.270067 113.800000 59 0 1 99925 75 [],[6]
7.281267 117.000000 48029 0 1 99924 76 [],[6]
7.285934 117.100000 81944 0 1 99923 77 [],[1844]
7.295417 117.100000 42661 0 1 99922 78 [],[6]
7.300894 117.400000 17622 0 1 99921 79 [],[6]
7.305072 117.900000 25208 0 1 99920 80 [],[6]
7.311247 118.000000 8770 0 1 99919 81 [],[6]
7.337900 118.900000 83 0 1 99918 82 [],[30]
7.338942 132.700000 42258 0 1 99917 83 [],[59]
7.359467 132.800000 21510 0 1 99916 84 [],[6]
7.371807 133.000000 22940 0 1 99915 85 [],[30]
7.375120 133.000000 7631 0 1 99914 86 [],[59]
7.381557 133.800000 27310 0 1 99913 87 [],[220]
7.404056 133.900000 75273 0 1 99912 88 [],[220]
7.404997 134.000000 37591 0 1 99911 89 [],[109]
7.408945 134.300000 83057 0 1 99910 90 [],[6]
7.417282 134.300000 34608 0 1 99909 91 [],[109]
7.431430 134.400000 41052 0 1 99908 92 [],[3554]
7.441090 134.700000 29043 0 1 99907 93 [],[968]
7.449908 134.800000 810 0 1 99906 94 [],[109]
7.476061 136.000000 8417 0 1 99905 95 [],[109]
7.479764 136.900000 41807 0 1 99904 96 [],[37591]
7.483381 137.200000 43816 0 1 99903 97 [],[47795]
7.497681 137.400000 74840 0 1 99902 98 [],[325]
7.499090 137.400000 50086 0 1 99901 99 [],[2017]
7.503114 137.500000 27285 0 1 99900 100 [],[1844]
7.503189 137.900000 2 0 1 99899 101 [],[6,30]
7.503694 241.800000 23 0 1 99898 102 [],[2]
7.504388 247.900000 658 0 1 99897 103 [],[2]
7.510770 250.300000 2517 0 1 99896 104 [],[2]
7.511157 250.900000 3016 0 1 99895 105 [],[1701]
7.512790 252.300000 1538 0 1 99894 106 [],[6]
7.513449 254.400000 15006 0 1 99893 107 [],[2]
7.514909 254.700000 11886 0 1 99892 108 [],[220]
7.515418 254.800000 48705 0 1 99891 109 [],[4136]
7.515970 254.800000 50272 0 1 99890 110 [],[1538]
7.517024 254.900000 5810 0 1 99889 111 [],[83]
7.519257 256.200000 85651 0 1 99888 112 [],[2017]
7.530233 256.200000 96698 0 1 99887 113 [],[2]
7.533108 256.200000 58357 0 1 99886 114 [],[2]
7.533674 256.200000 27134 0 1 99885 115 [],[6]
