IDREC,IDTR,TIME_TR
99999,NA,0
13712,99999,2.231857
71,13712,3.829171
86434,13712,4.118468
34314,13712,4.412352
69660,34314,4.526190
2633,71,4.653643
80798,71,4.953734
41098,13712,4.964106
95537,2633,5.017740
25837,71,5.441207
15810,71,5.621882
79287,13712,5.665572
2,2633,6.086636
54012,2,6.096246
35570,2,6.113148
23087,2,6.119990
22415,69660,6.129330
92623,23087,6.142160
57,2,6.181026
58943,2,6.188810
15759,2,6.200796
75495,2,6.217033
3063,2,6.241611
8997,2,6.244868
80836,2,6.250275
12996,2,6.299166
1924,2,6.320771
9435,2,6.349264
28933,2,6.353907
9054,71,6.368557
81036,2,6.368614
34802,2,6.378051
34165,2,6.383940
24690,2,6.423797
89408,2,6.452411
7573,71,6.489743
1117,2,6.527375
48523,57,6.544103
76018,34802,6.544391
92519,2633,6.545537
67376,2,6.546907
87878,2,6.559374
84567,2,6.569397
8928,84567,6.590275
8562,2,6.605045
18649,2,6.612121
54046,2,6.623460
1165,2,6.626039
52592,8928,6.655663
2125,2,6.659311
30824,2,6.687261
43964,8997,6.702096
81388,2,6.718320
48382,2,6.724054
2051,2,6.770680
3847,2,6.793019
39138,2,6.828103
55934,2,6.828843
82280,2,6.837147
4487,81388,6.840224
1465,9435,6.885795
45934,8997,6.893340
66584,2,6.924105
18606,2,6.942570
59391,13712,6.969096
238,2,6.970858
72395,12996,6.996587
7901,80836,7.003805
29873,2,7.048307
84660,87878,7.063712
83568,2,7.071468
229,2,7.101866
9799,229,7.116444
5812,57,7.126749
25042,8997,7.128689
1002,2,7.134315
6667,23087,7.161930
15350,43964,7.165286
32620,2,7.167521
84238,71,7.198428
525,2,7.226050
69,229,7.228524
11890,2,7.247062
59299,69,7.279887
5103,1165,7.296029
7313,1165,7.318355
22977,2,7.322242
71795,69,7.379302
15932,2,7.416303
31220,2,7.420142
4631,2051,7.421052
2186,71,7.436815
31964,12996,7.443235
58465,2,7.447353
95771,7313,7.453230
7004,35570,7.463599
52422,1002,7.470464
6049,525,7.472333
68904,52422,7.490386
83035,229,7.494457
32226,2,7.496576
536,2,7.501331
15503,7004,7.506195
73170,43964,7.512426
49884,2,7.516306
12844,57,7.536665
17669,7004,7.537327
38299,25837,7.538816
75622,229,7.556096
5205,2,7.559100
72126,32620,7.572942
708,86434,7.576126
90054,32226,7.577977
53458,2,7.591946
72723,84660,7.593508
8549,57,7.600720
9800,6667,7.614545
29092,2,7.625201
47602,8549,7.628664
72529,15932,7.640616
4407,2,7.666043
48026,2,7.670708
53585,229,7.680520
17162,57,7.683471
45348,17162,7.685830
55825,22415,7.687009
63161,7004,7.688348
21025,5103,7.690655
14466,4487,7.709132
96723,2051,7.719559
65841,17162,7.730378
20265,15810,7.732353
67557,2,7.733840
66822,5103,7.744092
86812,22415,7.745120
94332,34314,7.758355
26000,2,7.760828
91136,24690,7.761111
645,8997,7.784051
38148,238,7.784110
22516,72723,7.804282
17582,69,7.811113
39968,2,7.813204
1378,69,7.816625
11135,525,7.820720
30072,57,7.823990
22457,21025,7.856222
86600,1378,7.865424
38032,24690,7.866715
89974,536,7.895623
84840,2125,7.905956
2149,2,7.930801
471,229,7.930933
64485,49884,7.933051
58010,536,7.936947
5019,2,7.940792
75589,55825,7.943390
10887,6667,7.946668
53636,69,7.948764
71931,69,7.960843
79761,54046,7.963963
50592,2,7.971946
617,471,7.973349
78864,2149,7.989908
85607,25837,7.994612
42737,31964,7.996368
34597,25837,8.004396
6637,229,8.009670
12588,2,8.014430
1170,1002,8.018840
46057,1002,8.035482
8141,1170,8.040088
77983,8141,8.044284
3893,1378,8.055037
34421,8997,8.061165
81461,2,8.067160
52493,3063,8.080375
26908,708,8.082968
11468,8141,8.089477
50527,229,8.105846
81104,2,8.131386
75022,69,8.134231
92567,229,8.141338
55948,2,8.147170
46697,1117,8.159072
17809,6667,8.173833
90038,15932,8.174847
26806,536,8.182973
69798,536,8.185887
7014,1170,8.194721
44926,7014,8.199288
63891,23087,8.200348
87255,1117,8.203421
19834,536,8.207245
40372,26908,8.214956
4149,536,8.217175
72390,2,8.222024
39042,29873,8.222377
10758,1117,8.231984
