IDREC,IDTR,TIME_TR
99999,NA,0
17963,99999,1.156922
31917,17963,1.784536
29944,17963,4.002855
42170,31917,6.133262
70983,42170,9.779357
88264,29944,11.805941
218,17963,12.752612
80229,218,12.754083
20664,218,12.763932
80384,218,12.767236
4823,218,12.775315
21751,218,12.786661
5782,218,12.831598
32794,218,12.868476
80600,218,12.907045
724,218,12.940257
17662,218,12.985641
80880,21751,13.039160
11331,218,13.111156
51330,218,13.111208
3814,218,13.203837
3344,218,13.208046
58493,218,13.227747
40493,80384,13.249096
5172,4823,13.272521
22892,218,13.438049
20214,218,13.447753
34529,3814,13.602722
43415,17662,13.605803
17448,3344,13.624096
25104,218,13.668331
11418,218,13.738756
25634,17963,13.738962
40599,3344,13.762508
29338,20214,13.790063
8880,3344,13.816596
50258,218,13.871260
13826,724,13.896067
87996,724,13.919602
11266,218,13.957550
36370,51330,13.985152
1293,218,14.022416
139,17662,14.082821
36073,218,14.088348
40736,218,14.103887
858,5782,14.121270
44929,17963,14.130078
375,4823,14.131258
1920,218,14.132435
14887,5172,14.149249
28950,42170,14.226814
65787,43415,14.256277
96699,218,14.277721
86395,218,14.280862
6980,375,14.352430
82535,858,14.358985
20679,22892,14.383606
33673,724,14.433037
31070,218,14.474704
10811,3344,14.538565
73995,40736,14.540321
5084,218,14.541850
51863,40493,14.544740
13273,139,14.630141
91280,1293,14.660859
14844,5084,14.720789
45065,5172,14.756089
74690,3814,14.801685
88627,20679,14.804099
11296,724,14.805895
3747,218,14.808715
50410,5084,14.809926
6670,11296,14.810576
64547,858,14.814881
2246,28950,14.864038
88387,11296,14.891359
18269,375,14.945176
34367,8880,14.954449
4798,10811,14.957308
95955,218,14.980532
24776,5782,15.011361
4238,1920,15.014720
90714,218,15.054247
2090,14887,15.061145
4465,724,15.100808
59599,11331,15.103134
1314,13273,15.157519
3187,1314,15.184583
1997,218,15.207290
22095,80229,15.216014
39430,218,15.223707
28653,3187,15.237022
254,858,15.285414
47259,218,15.298179
60716,1314,15.310353
60698,4798,15.320508
87931,375,15.322328
35393,724,15.330490
92355,82535,15.352911
14074,5084,15.431365
94672,254,15.438585
87693,218,15.464468
93728,218,15.507783
91572,40493,15.510127
968,218,15.514997
26318,968,15.540902
4863,218,15.549128
75451,1997,15.576352
44741,3344,15.576884
7,218,15.577847
64916,59599,15.600016
69755,1920,15.612158
5107,1314,15.615665
98104,93728,15.638606
41906,45065,15.650263
76114,14074,15.654503
7271,4823,15.661789
11738,7,15.681646
8970,2090,15.686963
29729,1314,15.692685
