IDPOP,TIME_SEQ,SEQ_COUNT
99999,22.948841,1
17963,50.772719,1
31917,45.403714,1
29944,27.303434,1
42170,25.996762,1
70983,45.990824,1
88264,42.199609,1
218,47.054575,1
80229,44.991624,1
20664,21.936253,1
80384,27.054501,1
4823,36.136307,1
21751,13.461164,1
5782,48.997544,1
32794,30.576186,1
80600,18.225178,1
724,44.033722,1
17662,51.901562,1
80880,27.105403,1
11331,47.163806,1
51330,29.408667,1
3814,46.014222,1
3344,52.636103,1
58493,23.403961,1
40493,46.814663,1
5172,51.379626,1
22892,19.187076,1
20214,28.953690,1
34529,40.206379,1
43415,50.392627,1
17448,42.793613,1
25104,48.860558,1
11418,35.945780,1
25634,39.652465,1
40599,15.068585,1
29338,39.913978,1
8880,30.869716,1
50258,22.736408,1
13826,36.074723,1
87996,51.981797,1
11266,50.829175,1
36370,35.533305,1
1293,39.874831,1
139,50.604018,1
36073,15.027835,1
40736,38.603365,1
858,21.723015,1
44929,25.887075,1
375,29.251992,1
1920,37.245967,1
14887,25.463452,1
28950,22.462830,1
65787,29.868241,1
96699,21.108344,1
86395,30.654916,1
6980,49.425545,1
82535,16.894585,1
20679,36.488672,1
33673,36.711523,1
31070,45.318998,1
10811,44.429383,1
73995,16.019043,1
5084,28.075235,1
51863,27.911293,1
13273,45.643790,1
91280,21.540525,1
14844,33.524349,1
45065,29.269044,1
74690,38.231956,1
88627,32.211289,1
11296,45.882792,1
3747,51.620809,1
50410,20.877886,1
6670,33.292744,1
64547,17.340642,1
2246,42.826922,1
88387,30.593029,1
18269,52.706357,1
34367,15.989799,1
4798,49.618625,1
95955,25.480189,1
24776,36.230398,1
4238,46.418845,1
90714,36.228705,1
2090,20.093475,1
4465,15.487651,1
59599,33.918036,1
1314,52.820335,1
3187,22.381688,1
1997,22.581811,1
22095,45.354232,1
39430,18.098332,1
28653,29.717791,1
254,43.371609,1
47259,39.450531,1
60716,44.783450,1
60698,48.612458,1
87931,45.012006,1
35393,41.345444,1
92355,42.082419,1
14074,32.680911,1
94672,38.899336,1
87693,34.722922,1
93728,50.609500,1
91572,45.409283,1
968,39.802933,1
26318,16.000665,1
4863,45.575152,1
75451,43.343102,1
44741,16.297179,1
7,26.889664,1
64916,25.427296,1
69755,50.821696,1
5107,31.024801,1
98104,15.777910,1
41906,25.652015,1
76114,26.476388,1
7271,18.336208,1
11738,49.940870,1
8970,23.525683,1
29729,23.137430,1
4151,39.869105,1
74178,39.586676,1
38343,27.293625,1
5800,34.686694,1
93240,29.296219,1
24186,22.154661,1
1913,43.824996,1
74729,34.732967,1
90620,49.225173,1
39592,47.485430,1
89583,37.294976,1
5535,28.092057,1
14740,40.969302,1
32276,44.690711,1
12090,19.571291,1
84814,29.281383,1
12,46.207213,1
43253,41.926127,1
779,31.228970,1
51184,19.878988,1
7400,48.789094,1
2130,48.012748,1
64357,42.475827,1
22053,33.992052,1
30326,37.804659,1
1063,19.747437,1
45919,26.830322,1
59404,45.054904,1
69984,26.009748,1
39753,45.269355,1
93978,29.667492,1
11324,22.481706,1
24237,43.886712,1
1176,19.847435,1
18371,27.051052,1
76821,49.385712,1
17003,23.441969,1
39165,22.865649,1
26507,34.452417,1
81181,29.152900,1
884,17.800416,1
27312,42.859729,1
1704,21.155199,1
76767,46.110226,1
37193,28.362311,1
33064,19.922369,1
17518,30.843164,1
21205,22.336092,1
38248,51.284486,1
562,28.880769,1
45035,45.976663,1
1769,45.267459,1
90242,42.414342,1
93506,36.468445,1
97,17.818332,1
38894,33.445147,1
