IDREC,IDTR,TIME_TR
99999,NA,0
79727,99999,5.846253
3201,99999,6.943186
4977,3201,7.391349
32720,79727,7.470362
58082,4977,7.725055
133,3201,8.288109
2724,32720,8.464926
42476,133,8.657124
2508,2724,8.959721
108,133,8.986345
1832,108,8.992150
2385,133,9.031598
6856,3201,9.101534
7997,108,9.121295
17892,2385,9.213633
42146,2385,9.219544
10783,2508,9.258216
1431,2724,9.294584
63556,2724,9.308177
95025,4977,9.309364
378,1832,9.328528
66242,2385,9.357072
90,79727,9.431041
51687,32720,9.443213
12502,378,9.490148
28987,378,9.577333
5752,2508,9.609588
47216,90,9.663830
597,2508,9.679207
91111,2724,9.736553
27438,378,9.753010
4644,90,9.760989
55300,597,9.762604
36878,17892,9.772813
343,55300,9.849216
37624,90,9.869679
68201,133,9.911518
7901,597,9.925953
50239,1832,9.929519
32561,2508,9.969044
31098,2724,9.973225
51312,90,10.001680
27065,4644,10.084581
4849,51312,10.098846
10134,32720,10.105687
71926,47216,10.178771
81009,7997,10.179458
14629,5752,10.198688
98748,378,10.199434
15266,597,10.210155
17764,4644,10.213359
42218,597,10.232515
955,108,10.238538
12308,2508,10.238730
18617,133,10.250675
45,343,10.266014
8443,108,10.274009
22813,90,10.279827
17050,90,10.281715
17031,90,10.282296
25965,4644,10.300631
43771,378,10.300726
2564,597,10.301691
16927,4849,10.304791
53542,2564,10.305204
234,45,10.315571
11516,45,10.323248
5279,45,10.347252
263,45,10.349817
78939,16927,10.381139
85295,45,10.389169
16747,8443,10.390387
67678,45,10.399497
30745,45,10.404902
34091,45,10.408598
1654,45,10.413293
56722,234,10.442917
757,45,10.476658
44184,1654,10.485324
12268,133,10.488251
5082,45,10.492662
33922,343,10.502194
99732,22813,10.535472
40246,27438,10.538072
63224,16747,10.543827
71726,45,10.571343
29233,3201,10.590960
5745,3201,10.603250
15472,45,10.615226
773,15472,10.636789
77426,90,10.693395
71428,45,10.697624
23488,42146,10.703554
3173,773,10.718103
5554,378,10.721761
11537,378,10.731632
37137,34091,10.735115
82294,45,10.749572
35309,2508,10.809423
