IDREC,IDTR,TIME_TR
99999,NA,0
952,99999,10.997024
33559,952,11.016254
64570,952,11.071742
5232,952,11.113868
8461,952,11.290518
81254,33559,11.674937
87850,8461,11.811420
47156,5232,12.375271
93320,952,12.648826
52,952,12.767409
578,52,12.787914
59800,52,12.792923
98379,52,12.862966
72757,578,12.894721
11476,52,12.989049
62693,52,12.991882
14352,98379,13.007347
68604,52,13.136499
69036,952,13.143206
3427,52,13.146383
6892,52,13.180549
8364,3427,13.184251
63912,52,13.255385
12908,62693,13.427520
58321,52,13.502400
2311,12908,13.612207
46533,52,13.677681
86225,2311,13.712624
7995,578,13.722208
7012,52,13.805789
50788,52,13.870768
7260,52,13.900807
14823,578,13.945517
2170,8364,13.951899
3782,2170,13.952961
16613,52,13.982447
62437,52,14.011262
84956,63912,14.019496
953,52,14.052077
73360,12908,14.089068
10374,52,14.194242
504,52,14.216838
5834,8461,14.281973
1862,52,14.324594
11776,578,14.357055
73145,52,14.444025
98142,99999,14.455586
29103,52,14.549305
12843,952,14.584795
20352,578,14.620170
85061,72757,14.632980
10915,52,14.636048
15640,7995,14.653656
22632,7012,14.671225
72921,69036,14.679354
3719,2170,14.682586
11600,81254,14.692336
26107,20352,14.724071
73653,2311,14.764556
1127,59800,14.891323
82815,578,14.895020
28411,93320,14.927285
33121,3427,14.929716
33105,2170,14.944639
61558,33559,14.945267
5115,52,14.951257
53510,578,14.953848
78766,2311,14.972035
95338,11600,14.978593
372,578,15.013124
69523,50788,15.015510
32610,15640,15.034363
31728,1127,15.035158
18939,504,15.065018
97264,52,15.066306
167,52,15.091829
49286,16613,15.105628
39734,52,15.116075
83919,372,15.147208
53550,7995,15.152725
55685,167,15.158665
11777,167,15.201712
96496,52,15.224611
15769,2170,15.283450
64094,15640,15.300005
74362,504,15.322603
50394,1127,15.325623
24079,3427,15.326219
87735,74362,15.344381
1289,167,15.349508
39285,29103,15.350443
46136,504,15.355227
44862,14352,15.391830
39193,2170,15.420783
7110,167,15.453770
43406,2311,15.460168
69287,31728,15.473400
55400,16613,15.481664
53967,83919,15.482486
33230,372,15.488802
65655,372,15.494086
17202,952,15.512423
5101,3782,15.521056
19797,167,15.526604
910,578,15.533408
67447,8364,15.537718
4865,167,15.542776
2007,504,15.549041
83326,2170,15.549683
25366,910,15.578588
3203,7012,15.579895
23273,372,15.591026
27838,12843,15.613469
24601,15769,15.615159
7440,52,15.615956
1913,5834,15.618270
49045,910,15.623473
13785,83326,15.627542
93143,167,15.633318
15136,52,15.635052
3497,1127,15.685008
77883,167,15.696106
24206,14352,15.751952
36739,39193,15.783218
2942,167,15.788389
5832,504,15.790951
2308,372,15.808568
6260,372,15.819138
30633,504,15.826158
72319,504,15.826195
62941,372,15.841340
60765,13785,15.843907
2396,32610,15.845983
51174,167,15.848960
89,52,15.880314
13798,167,15.906246
99148,167,15.920640
53475,89,15.921126
693,52,15.932942
63856,693,15.971875
19591,910,15.985463
84313,3497,15.995443
90235,73653,16.003264
4878,167,16.008411
93785,52,16.010401
12417,167,16.017938
3465,2311,16.020573
15244,3497,16.022754
435,24206,16.027286
9828,3203,16.028129
228,19797,16.036483
47236,910,16.061549
17492,1913,16.064644
4637,372,16.069235
3445,52,16.093019
53131,15640,16.105170
313,952,16.145056
58499,4637,16.154422
74354,167,16.158396
42951,7110,16.163410
29533,89,16.165459
43743,1913,16.166954
50377,167,16.171689
5347,3465,16.173362
55278,228,16.180882
10055,313,16.181576
2769,1127,16.187200
15657,7110,16.187458
2120,167,16.188775
46080,1913,16.189321
36404,167,16.197748
41745,29103,16.202636
51637,167,16.210618
51905,1913,16.214614
77548,2396,16.233255
8683,89,16.234324
97360,1127,16.237091
3,5347,16.238906
4511,2308,16.243881
48568,3,16.247394
9301,3,16.249617
21488,3,16.254590
3961,167,16.259002
40181,3,16.261290
78887,51174,16.264615
34292,89,16.266026
11069,3,16.271558
57669,167,16.272429
93122,952,16.273247
22787,60765,16.273933
51412,228,16.278049
3266,64570,16.286343
9477,3,16.307891
68555,167,16.317986
12902,3427,16.319084
