IDREC,IDTR,TIME_TR
99999,NA,0
69517,99999,13.370332
1572,69517,18.918461
8116,1572,19.015774
3006,1572,19.317406
505,1572,19.922828
98742,505,20.021597
26208,1572,20.243993
77414,1572,20.553491
67840,505,20.846367
67606,1572,21.051939
5178,1572,21.471488
17702,1572,21.531838
57465,26208,21.719458
48441,505,21.760664
1409,505,21.867717
49033,1572,21.950779
77,505,22.037693
27059,77,22.183676
58325,77,22.230984
8750,5178,22.395422
50898,77,22.396840
1018,77,22.397882
16095,77,22.444059
163,77,22.463785
75945,77,22.471288
2476,77,22.600008
94454,5178,22.633156
61187,77,22.680935
2812,1018,22.722800
8359,77,22.741593
80599,26208,22.822041
12874,1018,22.892013
11475,80599,22.905311
25208,77,22.941593
23150,2476,22.968363
72291,505,22.980499
10645,163,22.995347
38186,77,23.009174
2052,75945,23.033434
30927,2812,23.038591
2381,8116,23.051663
7662,2381,23.140283
51538,77,23.173022
3363,77,23.197668
45587,77,23.211337
197,1018,23.231063
262,197,23.264236
93466,77,23.274183
30153,197,23.307728
29715,7662,23.308098
44281,2052,23.309258
212,77,23.404445
20729,16095,23.415333
92617,163,23.441851
14522,505,23.455984
58714,3006,23.460675
28900,2381,23.461066
21294,2812,23.483643
18905,197,23.525226
22100,262,23.533658
78462,197,23.558269
36470,212,23.574427
23354,212,23.575619
33162,212,23.576625
86687,2381,23.596466
25140,197,23.617875
14337,197,23.674307
80085,30153,23.679195
3035,197,23.686000
2940,77,23.743949
2169,212,23.783417
2195,262,23.786456
44774,77,23.787754
172,163,23.788600
25704,10645,23.825102
5165,197,23.845050
55003,197,23.845392
69230,3363,23.850561
40691,197,23.860774
19207,197,23.882465
4,78462,23.888513
83185,4,23.888695
29795,505,23.891561
20987,163,23.903319
66481,4,23.903343
11160,197,23.910148
9319,4,23.917659
1333,197,23.926033
70042,262,23.934863
45797,3006,23.934967
6424,4,23.942435
3830,4,23.949028
19778,4,23.963470
37931,4,23.967148
861,61187,23.974711
2668,1333,23.975784
74955,172,23.976433
258,197,23.976763
14923,4,23.976863
36,21294,23.983698
24,4,23.989999
35905,24,23.993736
1798,4,23.995780
83989,4,24.010288
9492,4,24.019304
74415,4,24.022190
41304,4,24.062699
15729,4,24.072928
43331,19207,24.073972
1217,4,24.075159
16530,4,24.084777
81673,4,24.093291
83134,4,24.104473
91494,172,24.109591
1393,4,24.112691
37,24,24.115973
332,1798,24.128410
13211,4,24.130464
27329,4,24.135164
6062,262,24.142025
70164,172,24.142289
504,4,24.144600
12509,1333,24.145256
28286,5165,24.153217
76294,4,24.160689
15089,3006,24.170568
93800,7662,24.175350
25810,197,24.175654
73359,4,24.189656
11345,4,24.190273
54234,332,24.193621
2,262,24.203126
582,4,24.205748
351,197,24.208445
22773,24,24.209978
31516,2,24.210687
12362,77,24.216324
53530,4,24.219293
20268,4,24.220281
2847,38186,24.222047
6,77,24.226917
74292,2940,24.233625
3,6,24.234936
38358,9492,24.237177
27153,6,24.237386
281,4,24.238795
98075,504,24.244957
61562,4,24.247771
69067,6,24.248213
15923,504,24.256359
24465,1572,24.258103
66965,4,24.263144
83123,4,24.264260
94548,77,24.265485
23204,2940,24.275048
49885,2,24.277554
63095,3,24.280847
14708,6,24.281095
5862,2,24.284672
62947,3,24.288547
86004,258,24.289048
51330,4,24.294796
1941,6,24.296131
583,2,24.296314
5302,2,24.303238
16396,4,24.309968
1391,3,24.311802
2251,2169,24.313996
77051,6,24.314383
38559,6,24.317396
