IDREC,IDTR,TIME_TR
99999,NA,0
25694,99999,2.161725
4,25694,2.368393
79427,4,2.390043
17007,4,2.481774
77970,4,2.504845
62159,4,2.527886
73601,62159,2.557053
4987,4,2.567217
42429,4,2.580585
41480,4,2.594201
13196,4,2.613680
89272,4,2.689878
35410,17007,2.694247
3877,13196,2.726036
64162,4,2.757366
88032,4,2.795031
18741,4,2.809903
93655,64162,2.816737
21732,4,2.880344
4349,4,2.883258
21977,4,2.919000
91769,4,2.961534
7672,4,2.968917
995,88032,2.973341
47932,4,3.022354
86266,4,3.075138
24765,4,3.136439
55846,4,3.140711
3361,4,3.148216
31527,995,3.175087
22464,4,3.178353
2379,22464,3.180333
47902,995,3.181982
55122,4349,3.184528
85275,995,3.223229
3794,995,3.234638
14034,4,3.249816
83270,4,3.288199
1229,4,3.315020
59819,3877,3.331607
95091,4,3.374773
14013,83270,3.402563
57654,55122,3.406422
21387,4,3.470573
41761,4,3.541339
12465,4,3.542116
9751,995,3.544009
70431,4987,3.590177
1732,4,3.635734
1700,2379,3.728633
31426,21977,3.738840
75453,2379,3.743103
314,2379,3.768056
1613,4,3.768796
33262,3361,3.776368
54458,4,3.780703
17195,995,3.837214
20852,4,3.856863
50968,995,3.904276
45,1700,3.905529
2698,314,3.907634
1996,4,3.911174
10301,2698,3.941918
23550,4,3.949528
4641,4,3.957374
36060,314,3.965234
6228,3877,3.966159
72990,4,3.972277
1378,1996,3.981704
17050,1613,4.001877
3453,4,4.014459
5391,45,4.014580
45619,2698,4.047608
88387,14034,4.047825
37865,23550,4.049053
1411,4,4.050273
28823,25694,4.062879
86755,50968,4.071579
52846,23550,4.083681
32144,1378,4.084917
93774,995,4.109958
22364,4,4.119699
29188,25694,4.153643
52041,23550,4.167571
64980,32144,4.171946
7307,17195,4.199033
84378,3453,4.208133
19481,45,4.213883
23257,14034,4.253591
53062,4,4.262183
78043,995,4.279761
1733,314,4.306299
75081,23550,4.307971
35850,45,4.320164
9654,4,4.320234
172,1378,4.322216
4468,995,4.328871
46975,20852,4.332014
3486,1732,4.340738
54199,314,4.369374
14485,995,4.370723
27188,4,4.379005
85074,7307,4.410335
6544,45,4.426912
56645,25694,4.433238
263,19481,4.445397
70120,2698,4.450893
148,263,4.452579
21531,4,4.453487
58904,17050,4.457676
9370,148,4.458720
5864,148,4.481524
70984,4349,4.483443
83250,314,4.483778
5795,45,4.495069
501,45,4.515498
2859,2698,4.540378
46954,995,4.543274
96634,4349,4.553152
12782,314,4.557298
66291,995,4.568165
48552,45,4.571181
11764,314,4.575754
89051,172,4.582085
57,4,4.589406
23067,35850,4.595500
40699,995,4.600406
7729,45,4.603249
