IDREC,IDTR,TIME_TR
99999,NA,0
63745,99999,5.686467
18421,99999,5.923517
25518,18421,6.039459
81687,25518,6.414515
82781,25518,7.225167
5654,18421,7.785555
4322,18421,7.917297
38754,5654,8.508535
19393,63745,8.662647
10430,4322,8.954881
46364,38754,9.067108
55659,25518,9.126075
1371,5654,9.246590
26992,4322,9.837445
42409,81687,10.021729
15669,4322,10.050272
12804,1371,10.083401
21416,1371,10.145993
88221,4322,10.293734
50162,42409,10.323343
2841,1371,10.390503
2774,15669,10.394506
9709,2774,10.535142
7623,26992,10.560763
22146,7623,10.588342
58,7623,10.596817
78509,2774,10.817826
90261,2774,10.819159
11744,58,10.849242
19770,1371,10.957773
6920,1371,11.018939
52823,58,11.044083
92768,52823,11.055202
1024,4322,11.181877
16493,4322,11.192853
98,16493,11.307502
994,98,11.327222
7724,9709,11.332968
65048,9709,11.340810
75512,2774,11.348589
8008,58,11.349559
75043,1024,11.453309
11911,10430,11.521403
80633,50162,11.558874
33269,98,11.576735
34,19393,11.600669
40302,34,11.608511
68555,34,11.620391
19500,2774,11.622672
47213,34,11.657903
63707,98,11.668660
57233,58,11.668958
60354,34,11.675477
55051,34,11.689701
95327,1024,11.717786
78571,19770,11.738068
4360,4322,11.741032
86723,34,11.801416
47165,98,11.855679
10602,4322,11.911437
64554,34,11.919774
6368,19500,11.947201
3656,1024,11.963966
1511,63707,11.970222
2172,6920,11.975361
61778,1024,11.976428
20590,34,11.978692
39209,2774,12.012778
4374,42409,12.027340
48044,2172,12.033709
8638,34,12.041519
46525,34,12.047991
77795,34,12.053735
85061,16493,12.060729
84010,34,12.084788
71743,34,12.149077
87124,1024,12.159344
328,34,12.204699
75389,98,12.224836
21711,58,12.233976
58677,50162,12.237191
66899,34,12.237210
14259,34,12.260427
15865,6368,12.264771
4361,1024,12.268919
4403,34,12.291969
99388,34,12.299236
29111,1511,12.312193
77967,34,12.320477
96050,11744,12.347134
20632,3656,12.370017
1734,1371,12.379782
95189,34,12.386857
16,58,12.394298
59033,16,12.400786
20430,16,12.402633
11414,34,12.411255
6172,3656,12.461140
26993,58,12.461902
49942,16,12.464389
62065,16,12.470923
13366,58,12.471867
32960,16493,12.504399
11504,2172,12.515287
4561,16,12.523662
1793,34,12.529511
69717,16,12.610710
4896,55051,12.611015
89008,34,12.612190
15633,16,12.614037
36920,328,12.614536
546,34,12.621622
40564,34,12.621779
13396,34,12.648575
74614,62065,12.655569
51849,1024,12.658612
5043,10430,12.659360
85432,34,12.661198
26315,78571,12.667754
35952,1024,12.667899
9936,11414,12.672928
30634,16,12.676383
56586,16,12.681626
70012,34,12.682875
96136,4374,12.699317
20253,6172,12.720377
15634,994,12.745748
90230,42409,12.748491
4021,328,12.769845
99112,21711,12.790505
41884,11414,12.797620
29,16,12.800922
34344,11504,12.805371
24672,11414,12.811749
26847,546,12.825615
301,16,12.836694
3409,5043,12.836742
23777,301,12.843211
38330,29,12.848719
89231,16,12.851719
8047,34,12.857070
19263,34,12.863082
20779,34,12.863704
53927,5043,12.865264
59238,7623,12.865274
58174,994,12.877986
5622,16,12.879542
38463,4021,12.881383
15308,16,12.883009
98709,10430,12.884117
3100,34,12.884738
16332,23777,12.909410
233,98,12.926664
45005,32960,12.935966
89399,16,12.940497
3794,16,12.942681
91910,34,12.947366
79092,16,12.956245
603,6368,12.956250
36694,16,12.989467
43947,7724,12.999517
79572,16,13.015484
80753,16,13.022388
48364,2172,13.030057
841,29,13.034662
4750,36920,13.036323
25946,16,13.042383
91401,90261,13.059694
96884,16,13.064548
49941,301,13.066259
3672,603,13.067632
21042,34,13.069252
11948,301,13.073595
30741,5043,13.085295
24804,16,13.089754
49155,603,13.097470
83677,16,13.103999
41341,2172,13.139163
2143,5043,13.148744
136,34,13.151143
26565,2172,13.152019
32467,29,13.157919
379,2172,13.158912
28372,98,13.159807
78302,21042,13.165414
77903,1024,13.174676
18941,2172,13.176659
8176,29,13.190490
81477,21042,13.193033
91037,24672,13.203594
43397,34,13.218008
15953,34,13.221628
76150,301,13.248018
46769,4374,13.251465
87656,58,13.253386
94342,4561,13.253732
73648,233,13.290946
3702,66899,13.298849
2607,16,13.300411
76353,34,13.300484
48067,7623,13.301890
83505,328,13.312467
98485,89008,13.332770
75614,20430,13.333297
2,16,13.338921
49204,2,13.346830
52792,2,13.353105
80758,8047,13.353346
9532,34,13.356796
1719,2,13.358762
17607,2,13.362365
95858,2,13.368819
19805,16,13.370841
29027,2,13.371422
1784,2,13.381752
39166,19263,13.383970
60570,2607,13.384174
34748,34,13.389440
26572,58,13.391296
159,2,13.394362
1455,16,13.402421
84729,2,13.406732
97770,2172,13.417604
1628,16,13.424562
32337,2,13.426541
1119,233,13.426709
1574,2,13.431150
