None	99999	0
99999	63745	5.686467
99999	18421	5.923517
18421	25518	6.039459
25518	81687	6.414515
25518	82781	7.225167
18421	5654	7.785555
18421	4322	7.917297
5654	38754	8.508535
63745	19393	8.662647
4322	10430	8.954881
38754	46364	9.067108
25518	55659	9.126075
5654	1371	9.246590
4322	26992	9.837445
81687	42409	10.021729
4322	15669	10.050272
1371	12804	10.083401
1371	21416	10.145993
4322	88221	10.293734
42409	50162	10.323343
1371	2841	10.390503
15669	2774	10.394506
2774	9709	10.535142
26992	7623	10.560763
7623	22146	10.588342
7623	58	10.596817
2774	78509	10.817826
2774	90261	10.819159
58	11744	10.849242
1371	19770	10.957773
1371	6920	11.018939
58	52823	11.044083
52823	92768	11.055202
4322	1024	11.181877
4322	16493	11.192853
16493	98	11.307502
98	994	11.327222
9709	7724	11.332968
9709	65048	11.340810
2774	75512	11.348589
58	8008	11.349559
1024	75043	11.453309
10430	11911	11.521403
50162	80633	11.558874
98	33269	11.576735
19393	34	11.600669
34	40302	11.608511
34	68555	11.620391
2774	19500	11.622672
34	47213	11.657903
98	63707	11.668660
58	57233	11.668958
34	60354	11.675477
34	55051	11.689701
1024	95327	11.717786
19770	78571	11.738068
4322	4360	11.741032
34	86723	11.801416
98	47165	11.855679
4322	10602	11.911437
34	64554	11.919774
19500	6368	11.947201
1024	3656	11.963966
63707	1511	11.970222
6920	2172	11.975361
1024	61778	11.976428
34	20590	11.978692
2774	39209	12.012778
42409	4374	12.027340
2172	48044	12.033709
34	8638	12.041519
34	46525	12.047991
34	77795	12.053735
16493	85061	12.060729
34	84010	12.084788
34	71743	12.149077
1024	87124	12.159344
34	328	12.204699
98	75389	12.224836
58	21711	12.233976
50162	58677	12.237191
34	66899	12.237210
34	14259	12.260427
6368	15865	12.264771
1024	4361	12.268919
34	4403	12.291969
34	99388	12.299236
1511	29111	12.312193
34	77967	12.320477
11744	96050	12.347134
3656	20632	12.370017
1371	1734	12.379782
34	95189	12.386857
58	16	12.394298
16	59033	12.400786
16	20430	12.402633
34	11414	12.411255
3656	6172	12.461140
58	26993	12.461902
16	49942	12.464389
16	62065	12.470923
58	13366	12.471867
16493	32960	12.504399
2172	11504	12.515287
16	4561	12.523662
34	1793	12.529511
16	69717	12.610710
55051	4896	12.611015
34	89008	12.612190
16	15633	12.614037
328	36920	12.614536
34	546	12.621622
34	40564	12.621779
34	13396	12.648575
62065	74614	12.655569
1024	51849	12.658612
10430	5043	12.659360
34	85432	12.661198
78571	26315	12.667754
1024	35952	12.667899
11414	9936	12.672928
16	30634	12.676383
16	56586	12.681626
34	70012	12.682875
4374	96136	12.699317
6172	20253	12.720377
994	15634	12.745748
42409	90230	12.748491
328	4021	12.769845
21711	99112	12.790505
11414	41884	12.797620
16	29	12.800922
11504	34344	12.805371
11414	24672	12.811749
546	26847	12.825615
16	301	12.836694
5043	3409	12.836742
301	23777	12.843211
29	38330	12.848719
16	89231	12.851719
34	8047	12.857070
34	19263	12.863082
34	20779	12.863704
5043	53927	12.865264
7623	59238	12.865274
994	58174	12.877986
16	5622	12.879542
4021	38463	12.881383
16	15308	12.883009
10430	98709	12.884117
34	3100	12.884738
23777	16332	12.909410
98	233	12.926664
32960	45005	12.935966
16	89399	12.940497
16	3794	12.942681
34	91910	12.947366
16	79092	12.956245
6368	603	12.956250
16	36694	12.989467
7724	43947	12.999517
16	79572	13.015484
16	80753	13.022388
2172	48364	13.030057
29	841	13.034662
36920	4750	13.036323
16	25946	13.042383
90261	91401	13.059694
16	96884	13.064548
301	49941	13.066259
603	3672	13.067632
34	21042	13.069252
301	11948	13.073595
5043	30741	13.085295
16	24804	13.089754
603	49155	13.097470
16	83677	13.103999
2172	41341	13.139163
5043	2143	13.148744
34	136	13.151143
2172	26565	13.152019
29	32467	13.157919
2172	379	13.158912
98	28372	13.159807
21042	78302	13.165414
1024	77903	13.174676
2172	18941	13.176659
29	8176	13.190490
21042	81477	13.193033
24672	91037	13.203594
34	43397	13.218008
34	15953	13.221628
301	76150	13.248018
4374	46769	13.251465
58	87656	13.253386
4561	94342	13.253732
233	73648	13.290946
66899	3702	13.298849
16	2607	13.300411
34	76353	13.300484
7623	48067	13.301890
328	83505	13.312467
89008	98485	13.332770
20430	75614	13.333297
16	2	13.338921
2	49204	13.346830
2	52792	13.353105
8047	80758	13.353346
34	9532	13.356796
2	1719	13.358762
2	17607	13.362365
2	95858	13.368819
16	19805	13.370841
2	29027	13.371422
2	1784	13.381752
19263	39166	13.383970
2607	60570	13.384174
34	34748	13.389440
58	26572	13.391296
2	159	13.394362
16	1455	13.402421
2	84729	13.406732
2172	97770	13.417604
16	1628	13.424562
2	32337	13.426541
233	1119	13.426709
2	1574	13.431150
603	51	13.432512
34	41307	13.432635
16	16641	13.439461
1455	4387	13.444147
2	1026	13.445907
2	29709	13.447781
91910	15891	13.448132
328	18196	13.459947
1455	30832	13.461899
301	64430	13.467390
34	93655	13.467471
29	4079	13.470752
2	77449	13.477150
16	28454	13.481404
40564	18074	13.485867
2	10828	13.486646
51	61	13.491688
16	2694	13.494554
2	1562	13.499438
2	12043	13.500262
2	66967	13.500613
1024	14430	13.501124
39166	81286	13.502315
16	50231	13.509521
2	25066	13.509993
9936	92146	13.510944
5043	13414	13.513167
2	3777	13.513526
66967	33417	13.513700
20779	26257	13.514839
29	62200	13.515061
8176	16076	13.515799
328	27717	13.526205
4750	22990	13.536555
29	44325	13.542831
61	56656	13.543618
2	88888	13.543723
51	73094	13.544017
16	91777	13.546160
10828	78770	13.548502
51	12611	13.556246
34	40250	13.556315
51	20082	13.556909
2	95410	13.557917
546	54545	13.558542
1024	45183	13.565135
136	49538	13.565327
2	97997	13.566275
61	106	13.566336
1562	33378	13.566480
2	39015	13.569109
2	36428	13.570612
9709	26965	13.575146
30634	28130	13.579936
2	6194	13.584152
2	5984	13.596298
34	6275	13.597235
34	10369	13.600788
2	52818	13.607348
2	3110	13.612146
51	49263	13.613498
33417	98160	13.615889
51	76436	13.621100
51	86347	13.632199
2	0	13.637462
2	73562	13.640390
34	92945	13.640543
2	78595	13.641111
2	926	13.641195
1562	26662	13.641904
12043	4947	13.645298
2	17041	13.648169
0	5693	13.650496
51	99645	13.652578
16	84199	13.653317
2	5543	13.657129
0	8665	13.658096
58	74768	13.665839
546	218	13.666272
16	97754	13.666646
4079	88849	13.667113
2607	1028	13.667555
16	44738	13.674082
4021	138	13.674895
4079	41430	13.682100
4079	6524	13.685252
106	81709	13.687607
2	1777	13.691399
1371	69337	13.694271
2	5402	13.695457
138	11522	13.696304
4079	91986	13.696711
301	33	13.704545
34	54963	13.714691
82781	1679	13.715391
61	14937	13.716632
20253	9236	13.717014
48067	58455	13.720034
218	21429	13.722832
34	49311	13.725877
10369	26138	13.726742
69337	91178	13.735075
2	26793	13.735324
2	500	13.738375
4079	78934	13.740443
1028	59	13.744562
59	84472	13.744871
0	77653	13.745125
61	189	13.748971
29	12233	13.749863
4374	24036	13.751820
2	90578	13.756249
33	65852	13.759705
138	23036	13.762314
2	186	13.763586
0	88096	13.765983
2694	17723	13.766308
4387	51318	13.766851
2	95607	13.769442
2	21597	13.772456
33	27465	13.778772
1024	42081	13.779450
379	9484	13.782966
16	42366	13.788177
2	15029	13.788266
