IDPOP,TIME_SEQ,SEQ_COUNT
99999,4.063728,1
46839,13.580870,1
109,12.752989,1
13380,8.502881,1
79074,5.610965,1
61915,12.829360,1
2419,5.544579,1
6301,8.273840,1
60679,12.261481,1
35835,5.904198,1
3927,12.127723,1
7682,10.363604,1
73571,7.636602,1
47515,8.547764,1
25691,3.839949,1
5701,7.605101,1
60812,14.797455,1
40489,9.063661,1
96841,10.763794,1
982,9.106011,1
46213,10.284284,1
55849,4.984985,1
18383,13.539424,1
68802,11.587320,1
37162,4.041818,1
338,9.568442,1
53406,13.886489,1
79810,8.547364,1
98639,4.135165,1
5990,4.407909,1
92699,4.581865,1
1296,7.243616,1
272,8.250202,1
24708,10.026806,1
49141,6.452271,1
63587,10.805401,1
2648,8.240123,1
62367,7.259390,1
79321,11.815447,1
3379,12.369717,1
7632,5.575768,1
43802,7.856029,1
3434,9.215656,1
494,7.177835,1
61746,6.573030,1
79475,4.859220,1
50699,6.761874,1
58081,11.050878,1
18160,13.640211,1
49019,9.899070,1
88018,4.904107,1
28259,10.121483,1
3961,9.255981,1
25859,11.371684,1
30669,13.258197,1
2260,9.344810,1
5246,7.918518,1
22256,8.703070,1
33723,11.445615,1
887,7.313320,1
5114,9.906659,1
20237,10.400037,1
2986,10.699733,1
77353,9.945780,1
69926,8.066381,1
85218,13.653442,1
53657,10.654085,1
17639,6.183993,1
59457,14.377101,1
88371,11.525808,1
58115,6.032703,1
40455,9.149467,1
77629,7.478992,1
9711,12.903557,1
7125,9.429574,1
65656,10.495891,1
6993,11.453549,1
75,7.010224,1
88568,14.438647,1
60499,8.361258,1
72065,12.398097,1
37304,7.482401,1
9484,6.892365,1
7558,6.308265,1
10101,11.726530,1
35156,13.790353,1
2840,8.595655,1
94178,10.695139,1
26992,6.466492,1
95881,15.037843,1
5664,14.981612,1
97673,14.338663,1
87994,12.944048,1
3910,14.274641,1
4,11.741014,1
94743,13.991754,1
130,8.892121,1
1490,12.036177,1
10418,10.526373,1
81566,10.071577,1
50462,9.850401,1
24,14.751571,1
90184,10.623116,1
6176,12.917020,1
72213,11.017079,1
47209,11.934786,1
10659,6.420073,1
87471,6.862178,1
73702,8.201976,1
1079,13.116126,1
69634,12.482437,1
14514,8.690097,1
2602,11.333686,1
21361,7.369370,1
43099,7.398453,1
472,14.344750,1
3000,10.754715,1
35243,6.334954,1
20347,14.766255,1
25558,14.496114,1
631,6.801645,1
25746,9.366029,1
6712,9.050951,1
19447,8.201335,1
16732,13.703800,1
997,11.844287,1
