IDREC,IDTR,TIME_TR
99999,NA,0
921,99999,6.498124
80746,921,6.843292
34208,921,7.416777
1772,921,8.588989
81268,34208,8.820340
84181,34208,9.959491
18341,34208,10.231689
8431,1772,10.300149
97486,8431,11.155802
738,1772,11.429848
62716,81268,11.696000
24885,738,11.944386
29646,97486,11.994387
70528,18341,12.244135
71957,738,12.542448
50737,1772,13.168751
4130,70528,13.277738
320,921,13.454218
16238,320,13.525433
11471,921,13.740687
2748,738,13.804683
46483,320,13.862109
60340,320,13.898394
28919,71957,14.045052
34638,8431,14.083162
16270,320,14.101591
84867,71957,14.148249
42728,29646,14.231215
22342,29646,14.292567
47952,738,14.358221
15978,320,14.400246
69,738,14.437439
38278,69,14.443871
13898,69,14.542922
21315,69,14.562926
86041,69,14.583629
31133,320,14.598754
24175,2748,14.611855
15186,99999,14.682650
32983,69,14.730990
9031,28919,14.751144
734,320,14.798097
659,921,14.854444
66625,734,14.930222
7555,734,15.035774
33975,69,15.045427
174,13898,15.056911
25214,174,15.064931
9050,320,15.068844
49535,320,15.075334
8216,174,15.155604
69482,66625,15.175983
73463,9031,15.188172
91,69,15.195388
4455,174,15.203204
37,69,15.236637
15309,37,15.261219
8609,69,15.264996
12209,11471,15.270116
72166,174,15.337049
75000,2748,15.353554
59795,46483,15.376740
1773,69,15.395477
1456,320,15.420195
1646,37,15.422609
91603,2748,15.469494
90,25214,15.471663
2587,2748,15.474612
29,37,15.478529
56145,21315,15.487024
1084,320,15.494335
73748,90,15.507303
15881,69,15.510083
77147,11471,15.512769
4856,320,15.513172
4624,24175,15.519533
11337,69,15.531037
97,174,15.531122
63418,8609,15.542017
17906,320,15.542132
10088,69,15.545318
41983,69,15.552503
10228,90,15.553327
85524,12209,15.562913
44235,37,15.603640
507,90,15.610790
1035,90,15.615605
39954,37,15.628980
292,29,15.637977
34244,1084,15.643813
11026,320,15.645782
17,37,15.648035
93509,17,15.658271
354,91,15.670438
24712,174,15.670883
1224,1035,15.672358
81789,97,15.674925
24660,738,15.692592
42978,29,15.730105
20732,17,15.731658
86038,90,15.732828
1833,17,15.733062
4510,1646,15.761648
94237,17,15.769075
68193,174,15.770381
18817,7555,15.780747
64400,10228,15.794823
14122,97,15.799046
16229,17,15.808596
66714,29,15.809572
29662,69,15.812885
96719,37,15.815054
85079,8609,15.816706
733,90,15.827434
29401,8609,15.841683
55272,174,15.847299
20300,1646,15.850033
21263,292,15.850108
13224,292,15.859733
82878,29,15.865877
2056,17,15.869660
14383,97,15.887063
34658,17,15.898476
