IDREC,IDTR,TIME_TR
99999,NA,0
49378,99999,2.310235
45200,99999,5.609437
55554,49378,9.293219
844,55554,9.863677
3769,844,10.346993
15153,3769,10.596986
28675,3769,10.738879
43291,844,10.869607
77672,844,10.998151
32181,3769,11.117298
21772,844,11.126049
47182,844,11.182812
8140,844,11.506478
13931,844,12.110293
20420,844,12.212987
49696,43291,12.225389
15592,844,12.307919
87922,20420,12.312429
25124,844,12.322295
20227,844,12.333692
77567,47182,12.554531
97588,49696,12.598971
99765,47182,12.646705
41792,25124,12.802884
26317,844,13.057730
8636,844,13.093349
7120,8636,13.437984
253,47182,13.521651
42374,7120,13.543007
6040,13931,13.647017
60531,844,13.749799
56876,844,13.791091
40803,8140,13.910208
43047,7120,14.009125
52005,8636,14.092447
65371,21772,14.127210
5381,253,14.153059
37804,844,14.197685
32964,844,14.252276
77042,253,14.285601
57079,253,14.288470
37118,844,14.384185
70567,32181,14.426412
21105,844,14.430053
70134,253,14.438005
1198,253,14.592203
1267,253,14.703686
16182,7120,14.733084
47761,253,14.802673
67038,56876,14.806748
64304,1198,14.816996
16397,70567,14.828613
32002,253,14.903724
71849,64304,14.918891
3041,253,14.976537
60619,7120,15.024278
87588,7120,15.063547
174,253,15.115164
65562,8636,15.158620
49187,174,15.188124
18221,844,15.239857
47562,174,15.241618
6115,174,15.260656
39175,8140,15.276545
98279,20227,15.312973
12192,1267,15.329950
22662,844,15.415842
196,42374,15.503166
55716,20227,15.566727
1001,3769,15.574556
3685,174,15.599317
34379,1198,15.636285
53065,67038,15.721074
70,196,15.735971
2437,70,15.770475
38337,1001,15.778115
99946,844,15.819663
98054,70,15.832729
81419,253,15.867874
76431,174,15.904969
1498,87922,15.923846
6166,43291,15.927717
85037,3769,15.957088
62664,49187,15.983705
17051,253,15.992509
82654,34379,16.000299
672,174,16.003123
1794,253,16.013209
94025,672,16.029557
16190,196,16.130293
2630,12192,16.132434
446,70,16.158247
43993,1001,16.164759
32738,253,16.283545
20084,40803,16.283798
308,6115,16.291147
3657,38337,16.305504
60,21772,16.327354
65271,60,16.368683
4362,446,16.371250
76581,672,16.376376
11991,308,16.382514
6994,1794,16.385966
73754,6166,16.413742
11258,672,16.420841
38071,253,16.441711
92941,60,16.454581
49213,70,16.461333
78030,253,16.469250
37434,60,16.488067
8512,308,16.488196
95839,2437,16.502543
20356,7120,16.550353
5514,174,16.555660
74842,1001,16.573600
35210,60,16.574087
53407,844,16.593996
21253,196,16.594353
20321,174,16.600568
2398,8140,16.621188
2452,174,16.622116
1810,1001,16.625700
39270,20084,16.643492
57692,32738,16.653856
12428,6166,16.656355
2520,672,16.671880
25050,4362,16.677845
76927,70,16.679452
28528,16190,16.688696
27383,70,16.688886
55,2630,16.702828
5869,2520,16.703454
56490,3685,16.712253
72355,45200,16.717775
16176,38071,16.723262
5802,16176,16.731480
66309,174,16.732582
37642,174,16.750867
20172,70,16.752609
77724,5381,16.789419
55148,253,16.813533
278,55,16.821631
99708,446,16.827953
15159,6166,16.834129
74049,60,16.844055
0,55,16.847363
30094,0,16.851981
862,21253,16.868875
99305,5802,16.891997
74131,196,16.904158
23316,70,16.905537
7145,2520,16.908719
8973,60,16.911450
7133,1198,16.913818
91897,0,16.914414
33143,0,16.915215
79,2520,16.922245
154,0,16.940687
261,53065,16.944448
64785,672,16.945352
67895,253,16.956073
73579,446,16.959299
32457,5381,16.964525
21806,79,16.982615
85461,5869,16.989670
10793,844,16.997428
35897,60,17.002477
22156,1001,17.005300
840,53407,17.023647
27351,308,17.046822
1086,70,17.049869
95894,55,17.051356
50531,47182,17.052461
386,70,17.060984
93703,1794,17.062371
44528,308,17.068398
56502,862,17.073329
42,844,17.076546
38613,65371,17.078182
20091,60,17.081144
56869,2630,17.082031
61129,22662,17.083339
29443,60,17.083714
33349,60,17.087638
19,0,17.088202
59987,862,17.090668
78276,20227,17.094976
93,79,17.095986
56500,0,17.100538
91937,77567,17.105794
80596,0,17.107358
36825,55,17.112163
7164,672,17.118792
37641,174,17.121040
72924,154,17.123050
281,60,17.125651
22465,386,17.128018
87991,1001,17.128205
27167,19,17.132567
3837,2520,17.136014
67106,154,17.143543
257,281,17.146367
88394,174,17.146930
5667,257,17.149409
16455,19,17.150913
75356,0,17.151440
16868,386,17.154746
53850,174,17.161336
66899,3837,17.161669
22217,174,17.164478
119,19,17.168995
47313,840,17.169124
13,70,17.171634
23032,2630,17.176285
11340,60,17.178953
43143,70,17.180492
79638,253,17.181527
88033,3837,17.182438
45977,2398,17.187790
20782,386,17.189123
5786,55,17.193298
13504,0,17.194211
8342,79,17.196213
56581,20227,17.199797
93517,3837,17.201535
55665,5869,17.210308
5218,174,17.212526
10688,60,17.223681
39,862,17.224425
2965,2452,17.231806
9907,308,17.234261
55301,174,17.235720
7205,13,17.237710
7268,1498,17.252912
80643,42,17.253068
23780,80596,17.255147
4870,174,17.258186
26758,74131,17.260082
67900,5514,17.262694
52,13,17.271811
99510,174,17.275458
1759,308,17.278719
4773,253,17.278967
83680,13,17.286519
79584,308,17.287277
63431,52,17.289482
90192,60,17.290170
2659,257,17.291925
49406,52,17.292392
71339,13,17.295764
60777,386,17.296366
37561,0,17.297570
2191,37641,17.297871
99899,8512,17.301727
8203,840,17.301742
37775,33349,17.303342
87581,0,17.305181
1025,174,17.305348
79926,70,17.305723
50761,19,17.306570
8895,52,17.306737
26706,174,17.307257
892,60,17.320001
34637,0,17.324715
11586,281,17.325112
46233,39,17.325997
4063,8895,17.327979
28944,892,17.328018
95843,39,17.330914
16641,386,17.332009
53074,3837,17.340504
72014,196,17.343784
94417,2965,17.344969
14873,4773,17.346552
3336,2452,17.349183
