IDREC,IDTR,TIME_TR
99999,NA,0
53520,99999,1.374767
88534,99999,2.872871
38981,88534,3.313833
910,38981,3.718891
83461,910,3.781572
96037,38981,4.069788
26754,38981,4.240271
6953,910,4.508574
20547,96037,4.820744
7253,53520,4.863333
82112,910,5.356431
27494,6953,5.434292
32319,910,5.448623
54993,910,5.466124
3928,910,5.548155
7828,53520,5.588290
5043,6953,5.642114
29308,26754,5.845198
53601,910,5.871420
9720,6953,5.908597
10792,7828,5.915676
66240,7253,5.925207
21378,9720,6.024318
97216,910,6.053754
56564,6953,6.308394
37861,27494,6.311154
28288,7828,6.510406
675,66240,6.521108
68642,675,6.555115
39765,910,6.558342
46330,7828,6.612295
35162,675,6.691898
98680,39765,6.722080
17049,68642,6.725677
40454,7828,6.806033
14687,7253,6.834810
64780,82112,6.865712
12679,7828,6.893918
9053,37861,6.909734
73384,7253,7.020423
54709,14687,7.102637
45309,910,7.105630
667,54709,7.173308
4744,675,7.227383
91096,10792,7.246032
91,910,7.251779
65,91,7.253207
3952,7828,7.253756
31341,667,7.289528
49480,65,7.293020
1805,667,7.304282
27392,1805,7.316223
784,667,7.319650
5001,65,7.322491
48550,667,7.323058
3702,675,7.328749
34010,27392,7.348273
18508,91,7.349869
94897,65,7.386915
651,65,7.393017
21899,3952,7.400331
66611,91,7.446864
59244,667,7.456021
4575,21378,7.465542
79212,91,7.465957
4983,91,7.483736
76573,667,7.486936
1773,7253,7.495019
25667,12679,7.505370
52308,651,7.519363
88703,12679,7.558470
20270,21899,7.562222
58186,54993,7.596773
800,65,7.610244
89116,91,7.614950
5517,3952,7.619315
56405,7828,7.660718
21425,3952,7.678196
17312,800,7.684027
37629,667,7.703297
298,17049,7.722590
4085,91,7.736194
19994,4085,7.739142
12389,1773,7.740022
30478,1805,7.741182
17659,7253,7.757179
8757,1805,7.758915
59579,65,7.764175
539,65,7.784310
59116,6953,7.822528
91990,20270,7.847642
45463,667,7.857666
8686,800,7.864671
