2.046352 0.200000 441 0 1 99998 2 [],[99999]
2.241535 7.500000 450 0 1 99997 3 [],[441]
2.276181 9.900000 17119 0 1 99996 4 [],[441]
2.285304 11.100000 78137 0 1 99995 5 [],[441]
2.304326 11.400000 93897 0 1 99994 6 [],[78137]
2.439771 11.400000 68493 0 1 99993 7 [],[17119]
2.637660 11.400000 46058 0 1 99992 8 [],[17119]
2.659699 11.400000 5932 0 1 99991 9 [],[441]
2.756579 11.400000 1506 0 1 99990 10 [],[450]
2.792705 12.400000 46132 0 1 99989 11 [],[441]
2.837346 12.400000 33664 0 1 99988 12 [],[450]
2.939923 12.500000 25113 0 1 99987 13 [],[1506]
3.086063 12.700000 41342 0 1 99986 14 [],[441]
3.145274 12.700000 34411 0 1 99985 15 [],[25113]
3.153816 12.700000 32958 0 1 99984 16 [],[441]
3.171649 12.700000 10310 0 1 99983 17 [],[441]
3.172178 13.400000 67225 0 1 99982 18 [],[17119]
3.248116 13.400000 1636 0 1 99981 19 [],[441]
3.304439 15.900000 12184 0 1 99980 20 [],[1636]
3.395134 16.400000 18 0 1 99979 21 [],[33664]
3.426486 31.800000 76948 0 1 99978 22 [],[1636]
3.582338 31.800000 13308 0 1 99977 23 [],[18]
3.583510 32.100000 1034 0 1 99976 24 [],[18]
3.653805 35.900000 4243 0 1 99975 25 [],[18]
3.676129 36.400000 13277 0 1 99974 26 [],[18]
3.765301 36.800000 1457 0 1 99973 27 [],[18]
3.768915 39.800000 13 0 1 99972 28 [],[46058]
3.769746 56.500000 21696 0 1 99971 29 [],[18]
3.795872 56.600000 8047 0 1 99970 30 [],[18]
3.817890 57.200000 34480 0 1 99969 31 [],[18]
3.845962 57.200000 15908 0 1 99968 32 [],[18]
3.846863 57.200000 89139 0 1 99967 33 [],[18]
3.851420 57.200000 20218 0 1 99966 34 [],[13]
3.852219 57.400000 15806 0 1 99965 35 [],[441]
3.866612 57.500000 52617 0 1 99964 36 [],[13]
3.902694 57.600000 24668 0 1 99963 37 [],[441]
3.905328 58.000000 1004 0 1 99962 38 [],[46132]
3.924754 62.800000 23932 0 1 99961 39 [],[13]
3.929701 63.100000 89379 0 1 99960 40 [],[441]
3.937862 63.100000 5563 0 1 99959 41 [],[18]
3.966586 63.500000 88693 0 1 99958 42 [],[13]
3.978516 63.500000 21257 0 1 99957 43 [],[441]
4.020851 64.100000 13812 0 1 99956 44 [],[1004]
4.050583 64.300000 16703 0 1 99955 45 [],[1457]
4.056968 65.100000 98712 0 1 99954 46 [],[1004]
4.081411 65.100000 41748 0 1 99953 47 [],[18]
4.091928 65.300000 99385 0 1 99952 48 [],[18]
4.128365 65.300000 91091 0 1 99951 49 [],[8047]
4.130912 65.300000 82630 0 1 99950 50 [],[13]
4.141346 65.400000 5042 0 1 99949 51 [],[13]
4.152284 66.300000 86121 0 1 99948 52 [],[12184]
4.175210 66.300000 8387 0 1 99947 53 [],[1004]
4.216800 66.400000 27468 0 1 99946 54 [],[18]
4.224734 66.600000 251 0 1 99945 55 [],[13]
4.235598 68.200000 25255 0 1 99944 56 [],[78137]
4.250665 69.200000 63513 0 1 99943 57 [],[25255]
4.264542 69.200000 34467 0 1 99942 58 [],[1004]
4.265504 69.300000 642 0 1 99941 59 [],[13]
4.266984 77.900000 30965 0 1 99940 60 [],[13]
4.271415 78.000000 81163 0 1 99939 61 [],[13]
4.284400 78.100000 10172 0 1 99938 62 [],[1457]
4.316388 78.800000 13733 0 1 99937 63 [],[450]
4.320263 79.600000 72855 0 1 99936 64 [],[642]
4.325269 79.700000 91349 0 1 99935 65 [],[441]
4.334922 79.700000 168 0 1 99934 66 [],[13]
4.343427 87.600000 96897 0 1 99933 67 [],[18]
4.355128 87.600000 64615 0 1 99932 68 [],[41748]
4.369696 87.700000 54963 0 1 99931 69 [],[13]
4.399714 87.800000 7855 0 1 99930 70 [],[13]
4.407633 88.000000 92794 0 1 99929 71 [],[1004]
4.410191 88.000000 18721 0 1 99928 72 [],[1636]
4.420201 88.100000 30095 0 1 99927 73 [],[18]
4.421270 88.100000 33300 0 1 99926 74 [],[642]
4.449253 88.100000 94073 0 1 99925 75 [],[251]
4.487615 88.100000 21276 0 1 99924 76 [],[13]
4.505886 88.100000 872 0 1 99923 77 [],[1034]
4.510914 96.100000 64220 0 1 99922 78 [],[450]
4.540844 96.300000 1 0 1 99921 79 [],[441]
4.542729 109.400000 1756 0 1 99920 80 [],[251]
4.545406 110.400000 433 0 1 99919 81 [],[5563]
4.546053 113.200000 17631 0 1 99918 82 [],[642]
4.555717 113.400000 12944 0 1 99917 83 [],[18]
4.570919 113.700000 90622 0 1 99916 84 [],[18]
4.596263 113.700000 44630 0 1 99915 85 [],[1]
4.597435 113.700000 2227 0 1 99914 86 [],[18]
4.598310 114.300000 44315 0 1 99913 87 [],[12184]
4.629951 114.300000 33125 0 1 99912 88 [],[12184]
4.633268 114.500000 10457 0 1 99911 89 [],[2227]
4.637135 114.900000 32505 0 1 99910 90 [],[13]
4.645372 115.200000 13364 0 1 99909 91 [],[13]
4.651520 115.500000 49856 0 1 99908 92 [],[1,450]
4.669405 115.300000 65059 0 1 99907 93 [],[642,872]
4.683831 115.200000 12638 0 1 99906 94 [],[1004]
4.683862 115.400000 4922 0 1 99905 95 [],[642]
4.688477 117.200000 60414 0 1 99904 96 [],[1]
4.708078 117.300000 731 0 1 99903 97 [],[13]
4.715557 119.000000 90410 0 1 99902 98 [],[872]
4.727366 119.100000 51620 0 1 99901 99 [],[13]
4.729473 119.100000 5669 0 1 99900 100 [],[13]
4.767102 119.700000 10344 0 1 99899 101 [],[642]
4.772132 120.000000 71925 0 1 99898 102 [],[32505]
4.778672 120.100000 39871 0 1 99897 103 [],[872]
4.786504 120.200000 3949 0 1 99896 104 [],[1034]
4.793169 121.600000 14203 0 1 99895 105 [],[81163]
4.815524 122.300000 43535 0 1 99894 106 [],[642]
4.837935 122.300000 35027 0 1 99893 107 [],[4922]
4.838061 122.700000 30810 0 1 99892 108 [],[433]
4.847038 122.700000 71229 0 1 99891 109 [],[13733]
4.857910 122.800000 7559 0 1 99890 110 [],[642]
4.859171 123.100000 7770 0 1 99889 111 [],[18]
4.864956 123.200000 11853 0 1 99888 112 [],[251]
4.872785 123.200000 258 0 1 99887 113 [],[18]
4.875425 127.500000 21736 0 1 99886 114 [],[168]
4.876928 127.700000 30683 0 1 99885 115 [],[3949]
4.877661 127.800000 15940 0 1 99884 116 [],[13733]
4.879838 127.800000 765 0 1 99883 117 [],[1]
4.880679 129.700000 8320 0 1 99882 118 [],[13812]
4.889228 131.100000 15635 0 1 99881 119 [],[1]
4.902853 131.300000 9118 0 1 99880 120 [],[1]
4.910527 131.400000 60754 0 1 99879 121 [],[1457]
4.912783 131.500000 74267 0 1 99878 122 [],[13]
4.917743 131.500000 42138 0 1 99877 123 [],[13]
4.920931 131.700000 32233 0 1 99876 124 [],[18]
4.924503 132.100000 20025 0 1 99875 125 [],[642]
4.926885 132.100000 1162 0 1 99874 126 [],[14203]
4.936455 134.400000 89243 0 1 99873 127 [],[13]
