IDPOP,TIME_SEQ,SEQ_COUNT
99999,8.910446,1
22251,22.501039,1
4210,22.084497,1
784,19.798574,1
25163,17.570573,1
6529,8.271331,1
9364,24.018457,1
77369,18.637516,1
31497,27.786223,1
592,16.560548,1
14586,14.583424,1
55415,8.190625,1
20822,11.307666,1
96515,19.068037,1
19765,9.351384,1
7917,19.136695,1
32180,17.501115,1
11728,20.448918,1
10927,22.164496,1
35204,20.481603,1
717,8.333082,1
73622,8.901594,1
43941,22.266817,1
29415,17.222400,1
56021,6.810020,1
36550,7.193828,1
40096,13.997596,1
83233,8.206550,1
17011,7.612526,1
70333,27.864059,1
26518,10.652116,1
17842,18.687455,1
4562,19.084950,1
29185,9.179970,1
63022,16.626088,1
6552,14.616773,1
85033,26.556344,1
67979,10.930097,1
90620,19.568136,1
82307,10.701440,1
63500,20.796071,1
13188,20.131638,1
32758,13.526189,1
97835,10.080674,1
25,14.147385,1
1167,27.668660,1
64437,8.122070,1
33704,17.402299,1
82498,11.204732,1
11792,8.628489,1
83402,15.221771,1
39634,23.913152,1
36389,13.589164,1
29020,22.327314,1
47434,23.347888,1
43095,10.960512,1
2642,23.840274,1
74443,19.081731,1
35200,20.974650,1
2791,26.898040,1
42505,22.939961,1
61110,26.418866,1
12318,21.719911,1
53782,18.361045,1
5020,8.532017,1
96323,14.125283,1
59809,15.224662,1
4580,20.629841,1
46469,26.673442,1
96090,15.337003,1
55000,8.592949,1
55126,10.283764,1
16991,28.012835,1
99166,16.204222,1
76261,10.050913,1
86549,9.785202,1
62863,23.833611,1
89303,27.749104,1
20450,18.779184,1
54504,24.813166,1
4791,21.713262,1
1637,25.296729,1
31032,19.827919,1
58340,8.281348,1
38939,26.047185,1
3916,13.900400,1
35175,14.361842,1
316,20.514475,1
18047,17.401585,1
13943,19.689878,1
22261,14.690625,1
17384,24.494514,1
2459,21.502799,1
40479,25.986931,1
13714,21.255032,1
1648,12.531929,1
2080,22.563770,1
34562,13.085454,1
22492,20.394255,1
490,23.485045,1
29668,11.673518,1
18272,17.053025,1
57576,22.636030,1
57349,16.830755,1
2439,21.381683,1
93939,10.520005,1
678,17.948793,1
69005,23.476462,1
33302,11.632910,1
84021,20.137976,1
60233,17.796659,1
63541,14.725763,1
16239,8.884337,1
39,22.848443,1
37428,20.256094,1
6279,9.012528,1
4991,25.782471,1
21009,25.026949,1
34813,13.816467,1
47419,20.835446,1
42608,25.428427,1
17179,15.240388,1
73335,18.081621,1
365,22.256054,1
76779,22.291108,1
68836,20.909651,1
2867,12.373460,1
59702,22.229679,1
82699,19.670241,1
2349,23.831873,1
15111,23.933570,1
16924,18.128334,1
52114,26.072888,1
15170,19.564434,1
45350,23.242672,1
506,17.153602,1
12128,16.587123,1
1068,15.680363,1
112,19.954986,1
75976,21.635993,1
51647,14.721325,1
654,11.309387,1
77,23.235622,1
71158,20.429851,1
75184,14.967551,1
18875,14.088433,1
28404,12.882636,1
33,9.920056,1
1360,25.280826,1
98866,9.813172,1
2706,17.272147,1
11,19.440430,1
5929,17.760682,1
1329,16.903536,1
27583,18.255810,1
9286,26.767597,1
15179,25.018823,1
4578,26.169191,1
31502,12.346956,1
52832,22.712823,1
47468,28.094170,1
13,15.349863,1
45452,26.027575,1
283,12.895157,1
77985,17.149049,1
1035,24.753751,1
90081,18.637173,1
10285,20.877532,1
11784,15.589271,1
18926,22.736638,1
3504,24.669312,1
71560,16.617917,1
56552,24.478601,1
27551,11.170076,1
26408,16.198789,1
67,15.812786,1
61353,24.206946,1
95519,24.405283,1
32311,13.451389,1
1984,26.046553,1
92693,19.614888,1
7570,26.082303,1
62724,17.102111,1
97882,13.628825,1
1157,13.254977,1
8420,27.004876,1
89583,20.270951,1
19654,12.062311,1
23014,26.287300,1
90234,25.315922,1
63449,15.742028,1
54947,27.236371,1
5624,17.761665,1
74946,17.860099,1
4148,21.651909,1
42022,13.318483,1
6355,16.193634,1
3016,24.181530,1
27054,12.199296,1
81360,26.561009,1
1534,11.748936,1
71635,11.562182,1
27863,13.594447,1
648,22.770483,1
7720,9.469222,1
1854,22.436335,1
5355,14.684618,1
96,12.100893,1
50786,11.631487,1
73898,27.955938,1
78723,24.639947,1
1562,26.025071,1
90331,14.392591,1
1743,27.802321,1
63116,14.673516,1
41247,10.247245,1
2040,17.565488,1
19882,24.961664,1
12277,18.187399,1
97375,17.196475,1
31662,15.051405,1
14399,28.031165,1
32751,20.204224,1
90028,9.902226,1
42332,25.311937,1
41150,18.032685,1
63295,13.388389,1
20924,12.466500,1
88016,22.784259,1
308,18.651959,1
2794,14.434954,1
15797,23.863244,1
12300,27.470942,1
69211,16.186173,1
7,21.160362,1
58431,9.747426,1
2290,23.084331,1
92023,12.310352,1
11335,16.309369,1
3223,16.725452,1
16001,17.045974,1
86539,25.394632,1
90293,13.294663,1
5948,15.760957,1
70320,24.285180,1
90800,27.978685,1
17093,16.495467,1
12223,21.131140,1
23769,27.171566,1
77324,25.466222,1
41329,15.495914,1
33963,23.125152,1
14750,20.756672,1
83412,25.140941,1
8559,15.501658,1
20,19.749054,1
5910,28.221958,1
62767,17.967390,1
355,16.285523,1
26661,17.290993,1
39881,24.667194,1
22000,19.887604,1
52366,15.204181,1
20095,16.738600,1
17091,19.263803,1
68973,10.348547,1
82094,14.115087,1
50113,19.543090,1
30120,14.333626,1
88788,15.908021,1
54320,11.504683,1
49993,11.800435,1
79890,13.310341,1
771,18.053759,1
71976,25.352672,1
31565,19.006169,1
38931,17.722095,1
81405,13.965390,1
10729,17.105619,1
36514,24.438128,1
76757,20.865911,1
98964,19.664273,1
61610,13.977981,1
3062,20.364158,1
65219,24.944919,1
23538,21.061705,1
92363,10.031811,1
65592,20.740219,1
2484,22.673499,1
53299,25.171763,1
93678,13.325041,1
4371,27.289230,1
53589,18.476784,1
187,26.525633,1
6138,23.872087,1
58993,13.234994,1
26729,27.873839,1
357,20.230413,1
66271,14.960439,1
25743,26.309794,1
82933,18.627096,1
6880,24.494042,1
40790,12.993716,1
78725,12.866838,1
18080,18.934688,1
11973,23.880313,1
87983,22.694983,1
6425,18.747495,1
73085,21.008383,1
93651,22.831378,1
849,14.101407,1
6891,12.814112,1
