IDREC,IDTR,TIME_TR
99999,NA,0
4683,99999,1.981053
30315,4683,2.203704
48526,30315,3.286043
24812,4683,3.287731
31613,24812,3.325288
34027,24812,4.413341
77324,34027,5.130297
22514,30315,5.187539
89869,24812,5.314588
561,4683,5.920565
1758,561,6.308405
8698,561,6.555118
87622,561,6.560639
21659,561,6.571590
4375,34027,6.608782
21,561,6.647774
49659,21,6.713087
39373,561,6.731595
16,24812,6.810668
72643,16,6.824108
5903,21,6.882648
35554,21,6.892805
24660,39373,6.913551
4117,21,6.929534
1030,4375,6.955433
4926,16,6.987803
67143,561,7.025021
57244,1030,7.056656
72353,16,7.060418
31777,561,7.066580
6665,561,7.069626
4862,16,7.079356
72171,6665,7.081289
87705,8698,7.178936
1759,21,7.180878
79355,16,7.186163
14348,16,7.196831
32952,561,7.203657
9465,21,7.228032
158,16,7.228667
37088,16,7.267555
22920,16,7.271227
69455,21,7.305978
74744,87705,7.314757
26962,21,7.318783
99032,16,7.337014
90819,4375,7.340385
20186,561,7.352522
600,24660,7.354088
13333,16,7.365457
21865,16,7.394196
42365,21,7.441792
2322,21659,7.444233
33783,561,7.502554
5087,20186,7.512098
30406,4862,7.550950
57696,1030,7.554069
5551,16,7.554684
30251,21,7.570165
5268,16,7.599123
39349,4117,7.603973
9225,16,7.608543
61487,21659,7.611385
21717,16,7.644935
13598,16,7.649692
83144,21,7.662270
50712,5268,7.675463
2159,21,7.701780
98970,600,7.708124
2073,5087,7.717275
31811,21659,7.739971
18320,561,7.742005
2663,2322,7.758188
49,16,7.796562
58886,21,7.802695
21042,21,7.846110
29186,5087,7.861083
61269,49,7.883277
10459,24660,7.890981
7023,16,7.896522
45196,4375,7.918592
53852,21,7.919768
27062,53852,7.922244
2791,49,7.923139
54109,16,7.929063
30008,1030,7.935333
90190,2073,7.936861
15259,5087,7.940317
38821,2073,7.943808
51681,24812,7.946446
4347,2791,7.952523
25189,9225,7.957751
8107,57696,7.962109
860,25189,7.975610
37019,16,7.982956
252,21,7.999983
52109,27062,8.004294
45519,860,8.005324
5603,1030,8.038695
1889,21,8.063726
19343,2073,8.071796
78581,1759,8.081353
23872,16,8.082061
78909,2073,8.084493
25109,49,8.099302
98,860,8.150960
35790,16,8.152454
22,21,8.157080
31624,49,8.161151
53939,2159,8.164630
72612,49,8.168123
787,16,8.169860
163,2791,8.175008
29124,2159,8.175592
18079,98,8.194439
2901,1030,8.214273
86817,2159,8.221226
86233,561,8.223557
50044,16,8.240203
53816,49,8.251005
4038,1030,8.261269
7413,21,8.269326
25571,21,8.298553
27679,16,8.309608
47408,8107,8.310855
9725,860,8.311220
40186,2901,8.313549
23634,13598,8.319332
55630,21,8.319605
185,6665,8.326536
20894,49,8.326859
16513,860,8.329688
62637,57244,8.366903
72869,5903,8.367002
26877,2663,8.368423
455,16,8.376028
47518,561,8.379048
1032,86817,8.379885
48410,35554,8.382093
4786,16,8.391295
54293,13598,8.400981
56836,787,8.405671
86896,8698,8.414710
54383,2073,8.417518
74222,185,8.418300
12743,455,8.420097
4687,21,8.421614
75788,13598,8.431504
886,455,8.433588
68625,49,8.438110
91356,455,8.462034
18167,49,8.463987
36971,252,8.473550
88367,33783,8.475274
5340,16,8.478275
254,49,8.481255
30953,57244,8.482379
4681,21,8.487879
15471,185,8.498340
47444,561,8.502429
28018,163,8.509805
87091,18167,8.511399
17143,5603,8.516342
17960,185,8.517766
120,49,8.521379
83713,1030,8.521796
62108,49,8.543760
85162,185,8.545316
56060,49,8.555574
3691,252,8.557617
7574,561,8.557889
28869,98,8.561316
21055,787,8.565794
57823,5340,8.567997
9870,21,8.586687
1648,4038,8.595299
43750,27062,8.599152
31246,185,8.599697
43271,8107,8.601126
43527,98,8.602587
33656,49,8.606100
10670,185,8.607584
2996,185,8.611002
66614,120,8.614779
74905,21,8.625502
9959,120,8.629381
54906,32952,8.635708
368,10670,8.640841
64837,2159,8.669258
128,22,8.670062
750,21,8.673287
1948,48526,8.686543
26779,252,8.690435
23,72612,8.690943
96574,98,8.694006
22255,98,8.698391
