IDREC,IDTR,TIME_TR
99999,NA,0
96379,99999,2.579823
9751,96379,13.602133
58699,9751,13.655361
69049,9751,14.353468
87529,9751,14.815234
3700,99999,15.026863
96388,58699,15.999565
58124,3700,16.515644
223,3700,16.577444
8456,223,17.047176
39616,9751,17.095027
58353,223,17.194562
29521,9751,17.293988
60354,223,17.405131
89465,223,17.616481
13802,223,17.708019
10995,223,17.709927
51980,223,17.715889
13580,223,17.717071
89902,223,17.756583
11432,223,17.792802
1923,223,17.932471
23890,223,17.994613
23869,13580,17.995501
857,13802,18.327160
34532,223,18.486137
54324,3700,18.621809
61316,51980,18.641756
72559,9751,18.681125
802,857,18.726874
69591,223,18.732628
69545,802,18.910252
14125,223,18.924556
28877,14125,18.945580
75082,23869,19.043133
5947,1923,19.050487
184,223,19.080642
57489,11432,19.088071
86478,802,19.132543
3090,184,19.157672
97748,5947,19.186376
34581,13580,19.189299
53779,23869,19.233602
34757,223,19.292921
12128,1923,19.309633
0,223,19.366129
15350,223,19.390821
19328,0,19.423060
12220,0,19.423429
16230,184,19.433226
99482,1923,19.440477
50195,23869,19.443310
28692,0,19.468831
30086,1923,19.507877
95822,13580,19.528117
12795,0,19.548672
5571,0,19.560607
11381,29521,19.564363
30752,53779,19.570172
73634,0,19.573888
1593,0,19.576458
13664,28877,19.576750
99728,0,19.592243
1920,184,19.607422
16916,0,19.648274
70294,857,19.657472
366,184,19.691016
68015,11381,19.693839
377,0,19.695457
93094,0,19.700644
1982,366,19.701394
13835,12128,19.705868
2851,0,19.718581
29706,0,19.726149
902,23890,19.746067
26826,0,19.775988
49357,377,19.779090
91949,1923,19.782011
61627,12128,19.783199
2248,73634,19.804938
71795,0,19.818140
22101,377,19.819240
28262,184,19.869919
64980,3090,19.889428
32125,0,19.897419
96886,0,19.909127
319,0,19.924696
81054,0,19.933898
18646,319,19.940840
39075,2851,19.945108
73913,319,19.951754
7907,69545,19.963668
23112,29706,19.969179
55490,0,19.969597
43041,0,19.972579
78438,0,19.982363
76034,319,19.988475
63016,319,19.999097
14103,184,20.000857
75129,0,20.001959
65309,30086,20.030406
54137,0,20.046930
14681,89465,20.049429
28404,377,20.059111
46261,0,20.059881
45815,0,20.065481
2082,184,20.077730
106,75082,20.081609
19532,184,20.087805
4539,184,20.100961
7263,5571,20.119116
34775,0,20.124489
58812,3090,20.142890
7,0,20.150614
75096,223,20.166867
65789,7,20.174843
58998,319,20.184190
1742,0,20.188228
83980,39616,20.194077
4134,319,20.199460
37904,7263,20.212720
34050,319,20.247559
20095,2248,20.249378
18550,7,20.258661
8816,0,20.278962
62891,0,20.286529
34923,319,20.288159
14877,5947,20.292615
60132,0,20.297341
26022,0,20.307602
85925,34775,20.307843
48769,13580,20.338099
36399,85925,20.339130
11132,1923,20.345387
84016,377,20.356676
31762,0,20.357057
90625,0,20.357068
73316,319,20.365325
38964,34532,20.397393
8850,106,20.397766
24119,1742,20.400970
22285,0,20.404625
54864,0,20.423366
29862,43041,20.440145
8098,0,20.477120
231,802,20.481779
41601,58998,20.488011
74222,1742,20.508621
13738,7,20.520128
9849,0,20.520325
59130,22101,20.531840
43797,0,20.538043
7255,19532,20.538190
71323,7,20.545270
70446,0,20.550436
28990,0,20.557549
74649,0,20.557740
99929,2851,20.566571
82413,68015,20.574098
20330,319,20.578322
41852,0,20.595014
167,231,20.603599
89653,43797,20.607373
33414,902,20.611522
40503,319,20.612675
39356,106,20.612997
35143,184,20.627959
9458,231,20.628786
19463,167,20.629552
43762,319,20.629970
19629,0,20.634120
3905,7,20.635224
84425,184,20.657235
4043,184,20.661250
67887,14877,20.667888
75922,1742,20.669256
92168,377,20.675646
95962,7,20.676235
98711,3905,20.679345
