IDPOP,TIME_SEQ,SEQ_COUNT
99999,13.133747,1
96379,51.417010,1
9751,18.259078,1
58699,19.079082,1
69049,16.783028,1
87529,46.400899,1
3700,22.234997,1
96388,17.085791,1
58124,16.560728,1
223,52.249193,1
8456,32.659617,1
39616,36.073398,1
58353,40.296563,1
29521,24.635518,1
60354,26.060136,1
89465,29.140768,1
13802,31.597929,1
10995,37.924290,1
51980,32.483278,1
13580,45.284966,1
89902,34.293246,1
11432,27.498749,1
1923,40.313821,1
23890,51.566583,1
23869,30.132235,1
857,52.263876,1
34532,23.040710,1
54324,50.960597,1
61316,28.160919,1
72559,33.032620,1
802,32.322468,1
69591,35.262374,1
69545,20.562837,1
14125,42.047003,1
28877,26.386187,1
75082,41.056492,1
5947,23.962602,1
184,25.168721,1
57489,24.534417,1
86478,29.174522,1
3090,23.834050,1
97748,47.971545,1
34581,24.102562,1
53779,40.778995,1
34757,27.603566,1
12128,22.580379,1
0,46.637969,1
15350,47.372704,1
19328,38.038475,1
12220,40.793740,1
16230,33.059312,1
99482,23.504415,1
50195,25.666350,1
28692,45.423546,1
30086,24.426948,1
95822,49.398665,1
12795,28.715753,1
5571,46.534350,1
11381,20.602790,1
30752,26.242984,1
73634,50.477492,1
1593,52.247468,1
13664,40.628624,1
99728,28.486080,1
1920,31.628795,1
16916,33.503801,1
70294,34.615667,1
366,28.851808,1
68015,52.030626,1
377,46.947241,1
93094,39.540146,1
1982,23.215659,1
13835,40.149582,1
2851,24.518546,1
29706,47.016829,1
902,32.327735,1
26826,37.791486,1
49357,25.722669,1
91949,21.270409,1
61627,36.566779,1
2248,38.696744,1
71795,29.170092,1
22101,51.317491,1
28262,29.784832,1
64980,27.237780,1
32125,34.310398,1
96886,27.989006,1
319,49.648611,1
81054,26.469162,1
18646,40.631650,1
39075,33.118466,1
73913,46.394265,1
7907,36.457386,1
23112,45.371887,1
55490,20.823668,1
43041,34.642180,1
78438,21.425147,1
76034,27.246772,1
63016,38.032736,1
14103,34.326652,1
75129,45.675309,1
65309,42.259280,1
54137,43.482566,1
14681,38.046920,1
28404,37.691530,1
46261,42.370814,1
45815,21.170540,1
2082,40.995134,1
106,45.460697,1
19532,28.488453,1
4539,33.723299,1
7263,39.781775,1
34775,46.695662,1
58812,23.431001,1
7,26.228207,1
75096,40.940810,1
65789,38.799288,1
58998,35.500930,1
1742,42.074501,1
83980,46.127192,1
4134,31.053295,1
37904,46.766822,1
34050,29.118407,1
20095,23.208112,1
18550,45.539086,1
8816,20.393880,1
62891,36.143792,1
34923,42.736681,1
14877,27.416044,1
60132,45.339875,1
26022,31.552974,1
85925,33.501679,1
48769,50.756986,1
36399,43.427231,1
11132,22.286636,1
84016,24.394198,1
31762,23.375159,1
90625,22.967381,1
73316,42.319838,1
38964,45.897557,1
8850,44.440349,1
24119,20.524498,1
22285,49.412978,1
54864,33.433194,1
29862,31.331176,1
8098,21.578777,1
231,41.374992,1
41601,28.254094,1
74222,41.923116,1
13738,24.993675,1
9849,27.157490,1
59130,24.015483,1
43797,41.622769,1
7255,37.573318,1
71323,40.605229,1
70446,50.721636,1
28990,50.504668,1
74649,24.154067,1
99929,30.778581,1
82413,41.209496,1
20330,23.553878,1
41852,33.474180,1
167,51.090155,1
89653,44.684555,1
33414,22.595179,1
40503,21.896643,1
39356,41.776728,1
35143,46.050910,1
9458,28.852115,1
19463,27.015106,1
43762,30.522458,1
19629,26.285709,1
3905,48.519597,1
84425,30.221602,1
4043,45.470824,1
67887,21.280998,1
75922,36.951687,1
92168,23.346910,1
95962,43.952172,1
98711,21.461295,1
1604,41.314081,1
95170,31.235189,1
28528,44.388595,1
56709,37.202632,1
99713,47.503117,1
23214,26.141025,1
81605,44.231887,1
107,31.110319,1
30861,42.368311,1
16575,24.404491,1
29243,35.683061,1
64102,24.976335,1
47994,28.366628,1
1489,39.424492,1
29054,51.794215,1
20,31.073649,1
27980,42.451788,1
72952,50.894956,1
6621,29.767047,1
57384,39.047988,1
327,27.952778,1
50289,50.479163,1
12054,26.163444,1
11247,47.321419,1
748,35.893666,1
2854,22.130260,1
18966,32.819704,1
71912,21.674935,1
18985,46.959145,1
27420,43.569477,1
19295,29.330186,1
21049,40.393348,1
29875,34.797824,1
2270,25.816083,1
35445,50.474531,1
5391,41.691575,1
24503,41.195285,1
2789,36.973947,1
80,43.083554,1
21084,35.477564,1
716,35.019836,1
4474,21.111294,1
59133,41.949724,1
551,26.899764,1
14989,23.755539,1
31604,51.371128,1
36565,37.767046,1
95,45.619585,1
36878,51.496874,1
8718,45.804909,1
60233,32.552784,1
91800,51.820752,1
1059,50.037927,1
5235,40.690977,1
40862,25.137032,1
51965,41.706449,1
23957,34.491683,1
74521,31.506729,1
25889,41.986004,1
96854,33.267042,1
47774,36.535376,1
63123,38.018459,1
36685,24.486702,1
50821,30.136929,1
28009,44.751232,1
84081,47.979760,1
82829,44.829913,1
4827,38.166966,1
54751,23.478656,1
11877,41.622327,1
1964,37.701700,1
63175,31.828210,1
23568,46.010925,1
60249,44.788603,1
2899,25.663159,1
48690,24.311338,1
35708,33.326071,1
15628,46.930175,1
30345,49.493171,1
980,51.121050,1
20903,40.257737,1
37689,27.261249,1
93656,21.290058,1
373,25.341766,1
44332,37.648539,1
55466,31.759827,1
54131,22.218222,1
11686,34.122040,1
5033,40.986842,1
2376,37.078722,1
71102,50.568075,1
36951,39.627174,1
28967,40.339381,1
72832,46.242927,1
73217,35.552744,1
44505,47.798068,1
37372,28.694284,1
112,24.047795,1
94482,44.399906,1
13371,42.934235,1
55537,42.506176,1
13226,26.196417,1
24807,30.035940,1
431,42.156462,1
60292,40.563242,1
5890,38.341261,1
20308,48.381541,1
25374,51.305820,1
4459,22.356260,1
11117,52.059624,1
42009,41.396030,1
88042,21.928172,1
33,50.748243,1
16007,30.975735,1
894,49.193992,1
65067,31.021861,1
85520,32.861123,1
75372,47.687862,1
78798,47.638342,1
552,25.549903,1
30508,43.110371,1
40304,43.332306,1
4842,28.858187,1
52481,27.866332,1
84148,39.386596,1
3109,31.499396,1
331,30.040841,1
42748,50.923401,1
4674,38.883738,1
30265,49.486641,1
73609,43.884211,1
6725,41.450041,1
80768,31.486461,1
77685,26.343796,1
11604,33.922335,1
10205,24.161848,1
621,42.435338,1
22062,43.497801,1
2290,32.769157,1
784,41.834544,1
18076,38.013457,1
10645,39.826242,1
31230,45.281020,1
96187,28.681580,1
9813,33.290906,1
30854,30.626085,1
7479,40.308587,1
15858,24.117392,1
18670,25.412554,1
9752,42.472802,1
28643,38.912850,1
64078,30.040396,1
56230,43.124923,1
55675,23.380443,1
224,48.295841,1
16093,39.984509,1
27283,43.241725,1
22088,39.234727,1
1774,23.571138,1
31522,49.429211,1
86142,24.349253,1
50413,51.022652,1
3301,27.875528,1
91239,36.294324,1
68356,45.232139,1
61767,45.178934,1
22655,37.196103,1
6414,50.626469,1
84392,50.347233,1
13949,46.158547,1
1550,35.946958,1
13107,33.010642,1
44887,26.506376,1
50783,22.072169,1
13677,38.760331,1
41497,37.795543,1
82314,23.625991,1
24491,37.184464,1
84920,22.971046,1
38588,32.167637,1
65120,26.242659,1
26087,23.061039,1
33472,38.264268,1
74950,38.231518,1
78010,23.267732,1
102,51.605310,1
90362,37.594475,1
68913,45.429198,1
35,36.672601,1
81936,22.748507,1
8624,39.673358,1
23666,44.347118,1
45452,44.925321,1
8240,26.468482,1
69815,37.280921,1
70612,32.859785,1
55257,40.285735,1
59616,46.803060,1
36285,36.284719,1
67580,45.793936,1
98218,42.129967,1
384,50.506290,1
95864,40.120812,1
83126,40.616434,1
18097,45.460374,1
63217,45.062149,1
61136,52.363929,1
33532,49.360529,1
109,38.177533,1
59790,41.084841,1
51196,51.661540,1
27188,34.806995,1
29241,34.295893,1
61508,50.703917,1
26080,37.133978,1
684,38.107785,1
11702,26.357705,1
9331,42.096946,1
58915,33.012451,1
8004,35.129555,1
93588,31.726670,1
2840,52.102521,1
43016,43.308207,1
49385,26.283456,1
92280,27.217110,1
54183,35.836315,1
50877,29.941535,1
9284,41.604870,1
75956,42.737259,1
1421,25.208676,1
29130,28.423522,1
35974,25.797513,1
74166,43.357191,1
10403,44.012471,1
8491,35.217829,1
37255,45.234273,1
82329,49.113810,1
14196,37.291771,1
4430,25.855527,1
8774,46.069298,1
37748,26.039048,1
3191,28.899733,1
32832,39.030129,1
401,24.275258,1
53093,42.758520,1
38501,38.870625,1
13416,46.751878,1
5481,45.670168,1
21034,39.819749,1
47414,28.727500,1
5507,43.358708,1
74812,27.306642,1
26356,41.145904,1
699,34.867852,1
17771,34.166969,1
44284,43.203984,1
54255,45.615555,1
67842,22.250000,1
39435,33.664430,1
25000,28.593243,1
29822,45.804227,1
58097,46.891276,1
92600,35.542621,1
89983,26.054152,1
17642,25.237530,1
55414,40.390511,1
22541,39.757584,1
2217,22.530278,1
83913,48.954698,1
2909,50.222781,1
354,51.141437,1
58448,48.900796,1
14742,24.255255,1
9588,34.821944,1
1119,45.250088,1
84303,45.253577,1
14495,46.193995,1
48340,43.814765,1
381,30.462045,1
95260,26.439542,1
87816,31.636243,1
81911,29.044847,1
16835,42.072704,1
50731,41.985156,1
73909,24.438297,1
65962,46.028206,1
91610,31.655872,1
59041,24.819950,1
19105,42.699321,1
10802,29.856290,1
6914,31.755250,1
7150,35.521642,1
71263,30.856467,1
6435,39.645638,1
99935,50.408160,1
64147,27.677743,1
42119,38.562593,1
83554,39.638879,1
66209,37.256181,1
71097,47.768603,1
1149,32.815085,1
215,30.884965,1
44742,35.516978,1
52603,22.409939,1
5658,39.477323,1
4564,26.055443,1
9104,41.003169,1
7484,45.630727,1
40820,26.869831,1
2142,25.801095,1
3200,22.734851,1
65650,43.491428,1
1323,44.136143,1
95690,32.157622,1
139,51.342305,1
47238,39.543499,1
17619,32.945412,1
97012,30.338037,1
23456,46.712919,1
99862,49.452346,1
52525,52.258313,1
14047,24.878472,1
14720,48.347875,1
37564,32.937997,1
24349,42.222544,1
13071,48.980745,1
83557,33.372433,1
7557,46.232611,1
97635,41.381254,1
17,23.539904,1
6697,46.919748,1
49678,48.396409,1
97333,46.538811,1
846,37.740085,1
91011,33.297122,1
7730,27.877602,1
74766,23.585248,1
841,23.744720,1
6019,31.513657,1
4598,52.460227,1
47727,43.145638,1
57705,43.809508,1
81607,27.784557,1
17388,33.972817,1
11658,41.106152,1
2923,47.323686,1
49705,38.873341,1
4051,34.954641,1
78764,35.415840,1
88804,41.387068,1
46933,26.049286,1
411,37.056013,1
44822,44.147534,1
472,32.576542,1
52093,44.751348,1
2469,44.678107,1
40140,48.301917,1
45940,26.970796,1
97389,32.466915,1
67632,40.137247,1
85930,49.947938,1
28183,33.248791,1
13387,40.545853,1
12955,51.502437,1
28049,31.576569,1
36059,44.392630,1
8317,51.050887,1
1023,27.785168,1
60243,45.223271,1
26570,42.352046,1
3439,22.540340,1
45811,31.538838,1
49150,34.903620,1
25515,41.079481,1
23808,25.054522,1
67766,28.907407,1
74844,33.571495,1
2395,28.352391,1
60081,29.774423,1
44483,27.227848,1
2179,24.146444,1
47882,43.971829,1
42115,31.949415,1
8342,44.376861,1
38776,33.614677,1
28645,45.065620,1
36747,27.311304,1
1579,36.114694,1
32114,49.038143,1
6799,40.374557,1
34269,26.466723,1
28940,26.365885,1
7018,28.846572,1
54717,40.654643,1
51947,43.268388,1
77324,46.850809,1
20109,40.781179,1
5028,39.258684,1
1229,29.225826,1
6278,22.290993,1
44259,26.561252,1
74269,49.811056,1
5971,51.427582,1
16939,41.529055,1
42277,39.536616,1
19936,31.316097,1
46001,52.440946,1
7534,22.720845,1
5084,24.899252,1
89084,30.662175,1
41804,49.383613,1
2224,47.021589,1
54868,39.132377,1
3653,38.442719,1
12316,45.440874,1
5795,33.682477,1
26904,23.277064,1
22227,35.357358,1
529,31.294797,1
81030,47.791882,1
29244,25.781826,1
20007,45.409364,1
53864,29.244105,1
11916,40.658244,1
68276,26.132924,1
7796,47.478421,1
25,36.746616,1
12365,41.730831,1
89712,24.375084,1
99976,26.329603,1
16462,45.554280,1
38333,50.810985,1
46851,29.674612,1
2915,51.340309,1
87341,48.261305,1
52655,26.423615,1
