4.427488 0.200000 62365 0 1 99998 2 [],[99999]
17.808760 0.300000 25597 0 1 99997 3 [],[62365]
19.777405 0.500000 4419 0 1 99996 4 [],[99999]
20.311759 4.300000 23883 0 1 99995 5 [],[4419]
20.465988 4.400000 85226 0 1 99994 6 [],[4419]
20.499948 4.400000 14831 0 1 99993 7 [],[4419]
20.845187 4.700000 12046 0 1 99992 8 [],[23883]
20.947304 6.100000 63549 0 1 99991 9 [],[4419]
21.302237 6.100000 72591 0 1 99990 10 [],[4419]
21.333643 6.100000 14142 0 1 99989 11 [],[4419]
21.338073 6.300000 10198 0 1 99988 12 [],[4419]
21.432501 6.400000 1584 0 1 99987 13 [],[4419]
21.563889 7.500000 1509 0 1 99986 14 [],[85226]
21.617904 10.600000 27144 0 1 99985 15 [],[1509]
21.684753 10.700000 15473 0 1 99984 16 [],[1584]
21.710517 10.700000 80213 0 1 99983 17 [],[4419]
21.763703 10.700000 60191 0 1 99982 18 [],[1584]
21.816865 10.800000 7122 0 1 99981 19 [],[1509]
21.964932 10.900000 8157 0 1 99980 20 [],[1509]
22.045297 11.900000 21196 0 1 99979 21 [],[4419]
22.326000 12.200000 22844 0 1 99978 22 [],[80213]
22.472667 13.000000 6327 0 1 99977 23 [],[1584]
22.592578 13.400000 17451 0 1 99976 24 [],[10198]
22.604119 13.600000 94350 0 1 99975 25 [],[8157]
22.652161 13.600000 79239 0 1 99974 26 [],[1509]
22.749621 13.600000 52895 0 1 99973 27 [],[4419]
22.793077 13.700000 39256 0 1 99972 28 [],[4419]
22.849168 13.900000 120 0 1 99971 29 [],[25597]
22.988503 17.600000 52436 0 1 99970 30 [],[8157]
23.080947 17.800000 7593 0 1 99969 31 [],[120]
23.163674 18.000000 6288 0 1 99968 32 [],[1509]
23.239298 18.400000 10186 0 1 99967 33 [],[8157]
23.293352 18.600000 71427 0 1 99966 34 [],[1509]
23.355276 18.600000 2112 0 1 99965 35 [],[7122]
23.360212 20.500000 22460 0 1 99964 36 [],[8157]
23.460725 20.800000 52494 0 1 99963 37 [],[22844]
23.515605 21.000000 3011 0 1 99962 38 [],[10186]
23.531374 23.100000 66396 0 1 99961 39 [],[120]
23.582376 23.100000 54210 0 1 99960 40 [],[10186]
