IDREC,IDTR,TIME_TR
99999,NA,0
27880,99999,2.081438
24047,99999,4.146790
55247,27880,4.865131
70757,24047,7.002465
91713,27880,7.019197
78214,55247,8.504292
309,70757,10.475928
53811,309,10.491954
44163,24047,10.584143
14779,309,10.670040
54277,309,11.215974
33480,54277,11.226840
49719,33480,11.253749
7646,309,11.506272
656,27880,11.870880
26,656,11.906640
76,26,11.916855
87529,26,11.949230
38834,26,11.975974
2276,26,11.979542
45455,27880,11.988023
41616,26,12.074309
749,26,12.076317
1749,26,12.122944
42708,26,12.144847
1907,749,12.171834
62156,49719,12.177304
45902,26,12.205269
12584,309,12.207532
51862,26,12.226878
48803,2276,12.235483
8092,26,12.245868
44346,26,12.261096
7230,309,12.278070
6680,26,12.288262
7331,26,12.293329
14365,26,12.295146
10647,26,12.356146
28463,45455,12.369736
59046,49719,12.378310
23193,26,12.378647
82743,26,12.434952
35570,26,12.455054
25049,7230,12.459982
58166,62156,12.571644
27621,749,12.614169
95007,26,12.658238
39636,10647,12.688045
84136,26,12.689029
34636,7230,12.706337
779,14779,12.746918
10035,309,12.769823
63386,779,12.770836
5752,26,12.771883
56945,656,12.774161
72214,26,12.783986
6859,26,12.824702
45395,26,12.829870
10391,656,12.859653
13790,26,12.859818
39199,1907,12.865340
43592,309,12.865932
1705,656,12.866706
31665,26,12.881328
4500,779,12.884511
6612,656,12.884559
396,26,12.901293
84311,26,12.901751
69863,6612,12.901933
152,26,12.906690
61659,26,12.908432
60602,309,12.911966
338,656,12.919947
17221,152,12.923517
30738,779,12.928651
14785,26,12.947525
2945,338,12.972722
52400,26,13.017556
97932,28463,13.028970
21811,26,13.051033
1954,338,13.080960
7914,26,13.111622
292,26,13.115850
18676,152,13.122244
21553,10035,13.126141
49577,26,13.135350
29,10647,13.143768
3991,749,13.146319
47885,29,13.166577
25891,29,13.181052
96697,29,13.183779
29358,29,13.189515
33246,29,13.193484
61585,26,13.194848
21570,1954,13.207818
73,338,13.214471
11332,10647,13.223066
71926,73,13.227195
14407,26,13.233613
57899,656,13.242610
34161,292,13.308996
6731,73,13.312896
78915,25049,13.317672
20132,29,13.318654
34321,73,13.338717
60942,29,13.343298
15110,29,13.354477
25303,26,13.357967
94955,29,13.358656
821,21553,13.364462
75743,292,13.373692
124,29,13.399688
30317,29,13.401200
67149,124,13.407025
12919,124,13.410199
33353,29,13.410725
920,124,13.417466
53449,749,13.421197
27344,26,13.421948
28005,73,13.422293
20896,6731,13.430068
3706,26,13.431207
85276,749,13.434339
20955,26,13.454229
14835,26,13.457228
30312,29,13.458991
62311,29,13.473758
7,26,13.495097
85268,152,13.506799
73699,73,13.511266
3337,29,13.519148
86388,73,13.526751
37982,26,13.528146
31481,7,13.531614
6718,1907,13.536364
65555,124,13.556899
81777,7,13.557419
81378,29,13.557525
66494,30312,13.562530
44389,29,13.570386
32606,13790,13.576156
30697,26,13.577440
11399,309,13.581936
39513,73,13.582722
71626,73,13.584815
185,7,13.587574
44675,292,13.594711
11588,29,13.599401
13622,7331,13.603267
3467,309,13.608954
92697,26,13.611054
80862,26,13.623821
3892,26,13.629106
7516,749,13.629361
16432,2276,13.632276
31013,185,13.637302
14498,11332,13.640442
94962,7,13.643751
6776,44163,13.656816
44809,152,13.666477
39,3991,13.677410
88709,29,13.681376
37524,29,13.688999
128,7,13.697836
30077,185,13.701242
79,26,13.702116
66859,29,13.707918
72021,13622,13.710628
27036,821,13.712144
20360,26,13.721662
97800,656,13.727089
69065,26,13.734000
401,18676,13.739863
86813,45455,13.742334
71865,79,13.755489
59959,73,13.758516
25330,7,13.760134
13841,128,13.760208
83318,39,13.760258
4311,7,13.761252
85269,29,13.765571
30208,124,13.784563
32871,656,13.784885
33169,7,13.786366
27228,1954,13.802737
29174,10035,13.810391
8867,29,13.820888
4199,26,13.822055
9622,7,13.825528
43883,73,13.832939
16497,11588,13.836308
34617,73,13.837973
97715,24047,13.841371
3167,14785,13.856771
3651,73,13.857116
72,14835,13.862598
852,14498,13.864971
28629,39,13.868239
26210,152,13.868866
7152,7,13.870722
42836,7516,13.870974
12299,79,13.872433
19786,32871,13.872911
36085,29,13.879474
11946,292,13.881889
26111,185,13.883050
5743,73,13.883533
8541,44809,13.888126
68062,7,13.890145
50426,7646,13.891674
27343,779,13.896382
9136,7,13.901704
42153,29,13.903742
465,26,13.903929
8021,29,13.909525
44482,7,13.918635
5831,7,13.925557
40893,7,13.928222
18895,29,13.929695
22361,12919,13.935042
17391,39,13.936280
15080,72,13.939766
4129,6680,13.943820
29550,6680,13.946053
25488,5831,13.953452
30492,6680,13.953922
86298,13622,13.955152
19718,39,13.956809
97367,185,13.963431
42636,7,13.966359
148,5743,13.967625
15396,79,13.981713
1251,401,13.985699
17838,31481,13.995188
1229,465,13.995843
59545,13790,14.002960
7330,3467,14.004091
2763,79,14.008199
18983,26,14.023255
47691,124,14.023397
10891,29,14.025989
22281,4129,14.026005
60988,16497,14.029994
57233,656,14.036731
98511,29,14.042064
7887,152,14.048603
77117,148,14.059251
76172,27344,14.061914
3849,1229,14.070679
7274,7,14.075182
71883,19718,14.076520
23316,124,14.077234
51115,309,14.079197
72013,124,14.085086
298,7,14.086270
64457,39,14.091950
39124,7887,14.097584
12017,298,14.102151
15486,152,14.108644
55698,73,14.110990
83540,26,14.114813
19522,79,14.118977
19585,401,14.122789
72452,29,14.124936
5251,852,14.131795
63461,338,14.136066
16991,29,14.137195
32753,26,14.137727
99904,148,14.139394
81382,71865,14.144967
57381,19585,14.146582
4395,338,14.147345
62595,34617,14.156912
60770,79,14.157431
69214,128,14.167105
32472,26,14.170949
84356,9136,14.176960
91024,185,14.178218
11292,396,14.178557
13241,79,14.183856
1221,45902,14.191775
26785,10035,14.192699
68660,185,14.198618
73059,26,14.199068
52476,7887,14.208400
19465,779,14.209383
60933,401,14.211622
97174,79,14.213901
88074,79,14.216564
25,1705,14.217213
26213,656,14.218720
12633,7,14.219294
67402,185,14.219962
26522,7,14.221567
45284,7,14.222698
92550,25,14.223251
98223,124,14.223881
18951,309,14.225241
27149,152,14.231262
5585,29,14.233352
18932,79,14.234522
704,25,14.240356
39612,1251,14.240823
28994,298,14.250062
7137,5251,14.251318
35239,37982,14.251840
22937,15396,14.251894
89435,26,14.252660
85216,338,14.253836
83673,292,14.254104
78544,27228,14.256054
37293,67149,14.257596
57817,29,14.259060
81034,25,14.263415
51050,7,14.269266
75122,33246,14.270905
45429,920,14.271106
47911,7516,14.272011
26854,73,14.276209
43671,72452,14.276522
69975,73,14.280956
7488,401,14.282832
60650,656,14.288296
32172,14785,14.304940
28246,26,14.309351
10208,749,14.313943
22834,148,14.315935
4804,7152,14.321852
3316,86813,14.323686
3,25,14.324849
58251,79,14.326283
74673,7,14.326557
48882,28629,14.333479
13074,15110,14.336867
92299,7274,14.337428
1212,72,14.339125
137,8092,14.340278
46656,3,14.348812
391,3,14.352823
918,3337,14.356369
2489,137,14.356842
21970,7,14.370575
21425,3337,14.373232
25618,7152,14.377930
77855,69975,14.382661
458,391,14.383175
30292,128,14.383272
95608,779,14.390070
28964,25,14.390438
7224,3,14.397408
91783,338,14.397520
3617,20896,14.400912
70870,39,14.402987
7044,79,14.407100
82314,25,14.407182
32970,137,14.407312
7418,465,14.411024
1631,458,14.415256
73406,2489,14.416517
8640,401,14.417261
62714,73,14.418054
33074,29,14.421900
18133,3,14.422926
31451,73,14.423288
35508,920,14.424065
25785,1229,14.426505
370,39,14.427825
94539,124,14.429504
20112,1631,14.431419
17096,12919,14.432059
31473,8867,14.436591
4725,137,14.436804
67595,1229,14.442074
5153,73,14.446004
133,7,14.446407
33,4311,14.446649
49762,29,14.447822
72649,29,14.457841
50327,26,14.460409
27768,1631,14.463207
83094,1212,14.463465
6384,79,14.467449
24690,4725,14.469316
51561,7646,14.481519
24680,1749,14.482173
76910,137,14.492231
11178,2763,14.493353
48377,7,14.493421
94751,128,14.503142
14766,10647,14.504846
326,79,14.507359
45853,338,14.508199
74551,27343,14.508516
74224,25,14.509143
1269,73,14.513312
190,7,14.516861
14470,72,14.520629
17,26,14.521463
91179,190,14.523534
23780,152,14.527402
85491,391,14.530222
13299,4129,14.530451
37719,137,14.532494
354,1212,14.532935
18,704,14.533007
68926,12919,14.533845
97791,29,14.537096
85147,1954,14.538423
15092,73,14.539907
56421,3,14.543390
71988,656,14.543715
57059,72,14.543916
16931,298,14.544431
74615,338,14.545615
35613,124,14.553327
63826,26,14.558867
86056,152,14.558876
10405,1269,14.560514
15061,18,14.560757
43870,39,14.562362
42024,3,14.565216
4245,76,14.566435
2447,18,14.569555
41062,3,14.572127
98891,133,14.575154
29951,3,14.575532
22043,26,14.576214
39883,821,14.579745
2967,79,14.583136
31254,1954,14.583812
34610,326,14.587351
48273,26,14.588944
6925,25,14.590379
434,73,14.591697
51644,11588,14.592258
42619,26,14.593036
17021,72,14.600645
2551,7,14.601322
5930,465,14.601587
25075,29,14.605787
28356,1269,14.608007
19905,7,14.614745
58397,128,14.616271
17795,67402,14.616362
63548,18,14.619698
91511,72,14.620593
5099,18,14.622059
28869,25,14.632768
13639,11588,14.640367
10496,43671,14.641683
14826,73,14.642172
810,18,14.644679
32189,148,14.655470
89015,779,14.656158
50164,4245,14.656344
70475,4129,14.657969
83023,7,14.658226
68626,12919,14.658742
40830,18,14.659814
40042,26,14.662942
38384,148,14.663236
37411,1221,14.663403
20956,38384,14.664752
10622,7,14.665277
22998,137,14.668178
1350,39,14.670065
9054,7,14.670365
17585,72,14.672358
5702,29,14.676648
81031,7,14.677496
49135,26,14.679705
68999,354,14.681690
26576,7,14.682166
27187,25,14.682879
36,7,14.683669
63263,24690,14.685815
68698,6859,14.687290
43899,3,14.689763
63884,4395,14.692195
13612,185,14.693577
8948,18,14.694864
28824,33,14.696321
16643,3,14.696556
87911,152,14.699000
33114,39,14.700352
37746,19718,14.700676
35144,36,14.700721
22388,5153,14.702346
25794,19905,14.702510
16133,18,14.705212
26914,8541,14.705603
29539,779,14.707383
42702,17,14.716245
26962,326,14.716856
9916,128,14.717251
65833,18,14.722016
1,148,14.723194
71809,148,14.731014
74973,18,14.732564
28133,458,14.733758
324,1,14.736052
66071,18,14.739456
11578,18,14.739887
20252,1,14.743996
58515,324,14.748215
2856,12299,14.752530
51638,29,14.752535
39003,1,14.752931
38326,18,14.755085
24630,1,14.757515
31630,124,14.758476
18419,7,14.759560
1971,2489,14.760611
13836,26,14.765022
11551,35508,14.765249
63103,13074,14.768877
70603,3,14.771053
72134,72,14.771423
14347,71883,14.778243
9409,36,14.780238
2156,39,14.780997
20119,1,14.783609
3299,148,14.797495
13803,73,14.806703
29198,7274,14.808559
85494,29,14.808618
52237,33,14.808791
38371,185,14.808842
5575,354,14.809403
77054,31451,14.810876
10587,354,14.811609
7824,18,14.814031
26274,73,14.814666
44161,72,14.815153
57382,9136,14.816193
90878,62311,14.816451
16836,32606,14.816608
189,10035,14.819388
88575,1269,14.819518
19161,4725,14.820431
71649,309,14.822836
11198,189,14.823949
78395,7,14.826939
26662,26,14.838562
8737,1221,14.840740
1064,148,14.841242
1160,72,14.841773
13637,7,14.844336
80633,148,14.845147
796,18,14.845934
13598,3991,14.846279
46973,1221,14.846398
361,18,14.846407
31192,137,14.847379
34195,152,14.849877
23080,79,14.850779
8483,36,14.851250
49585,1269,14.852966
2147,1,14.853855
79712,7914,14.855883
35171,3,14.856372
91604,25,14.863064
33888,133,14.863732
32288,8483,14.864063
28112,1160,14.864424
98761,324,14.866501
65869,18,14.868429
9436,1221,14.868746
75916,7887,14.868751
4752,25,14.870370
72576,26,14.872262
9309,18,14.873072
64856,148,14.874122
5709,1,14.875533
31866,354,14.877724
32514,326,14.879070
16295,56421,14.879190
2097,354,14.880106
22789,25,14.881172
76907,1221,14.884450
28643,8948,14.884980
5024,1221,14.886388
6211,33114,14.887230
41861,41062,14.889447
76072,354,14.891573
87909,1160,14.892340
236,25,14.892878
1837,12017,14.893538
4037,18,14.894634
29222,1221,14.894733
61029,26,14.896933
26851,25,14.898399
29535,1,14.900142
18645,26,14.901845
48408,2276,14.906254
20245,73,14.906420
76784,354,14.916444
63897,133,14.918493
40746,13622,14.918608
18095,3651,14.920007
74554,42153,14.920063
18020,338,14.927081
69763,5709,14.927425
81013,18,14.927920
1448,18,14.930089
23963,1,14.931134
20788,25,14.933643
41380,185,14.933767
34591,1251,14.935188
86606,18,14.938731
35059,1954,14.939416
3177,298,14.941385
35417,189,14.943728
85542,1,14.945991
77596,29,14.946016
3034,401,14.946482
66176,15061,14.947809
7618,39003,14.950637
6875,18,14.951493
73727,8640,14.951953
46444,137,14.958083
34168,18,14.959616
22425,796,14.960068
1394,779,14.961985
78946,26,14.962360
21711,2856,14.967790
75562,29,14.967806
177,52400,14.970208
78486,25,14.970668
9811,7,14.971127
347,39124,14.973127
6007,29,14.975603
87316,26,14.976586
75259,6776,14.977036
25678,1221,14.977127
13,73,14.978160
20712,79,14.979529
31551,7,14.979536
21232,3034,14.980014
73948,1064,14.982989
35681,36,14.984142
44091,1212,14.986341
3362,13,14.987949
6177,1,14.990408
4896,26,14.995687
7118,354,14.995834
19183,16931,14.996192
1072,185,14.997497
76401,1448,14.998854
4858,13,14.999044
16575,852,14.999591
45840,33,15.001059
5544,152,15.004878
16652,5024,15.005028
54521,26,15.007043
2908,33,15.007323
97786,33,15.007555
12073,7,15.007699
57167,33074,15.009330
13670,18,15.011089
56140,920,15.011662
5103,68698,15.013757
74757,36,15.016509
7294,189,15.016772
20869,26,15.018860
19947,13,15.020884
2875,15486,15.022482
15376,17,15.022518
46860,73,15.023745
23333,12073,15.024377
29993,26,15.025007
52171,810,15.028001
91970,796,15.028530
6394,1,15.029415
51156,236,15.029449
14902,326,15.030019
29057,3,15.030096
379,25618,15.030603
43158,236,15.033780
29561,7914,15.034584
63701,465,15.035201
58531,25,15.039383
35264,292,15.041745
3839,18,15.043075
57216,7,15.043333
52106,1072,15.045259
51667,5251,15.052612
3776,434,15.054578
40093,7,15.057743
37592,1837,15.058896
3146,1,15.062820
84791,13637,15.063197
85831,7274,15.064294
11293,3,15.064388
92425,13,15.065285
76943,13,15.065993
10050,852,15.066381
367,39,15.067593
1317,918,15.067666
3510,1,15.068956
65013,40893,15.068996
11705,347,15.069432
45003,36,15.071876
54110,354,15.073305
2773,15061,15.073398
60164,1,15.073806
55037,18,15.073943
20653,1221,15.078755
2056,17,15.082111
7869,128,15.082823
39308,18419,15.085262
3668,29,15.087231
1356,36,15.087811
55921,11588,15.088766
19640,5103,15.092428
16206,25,15.095422
14280,779,15.097016
8930,1,15.097801
8123,7,15.098237
35670,16133,15.098601
3716,73,15.099221
13545,1631,15.102866
4257,43883,15.103466
21935,7274,15.106503
28049,1229,15.106598
90896,11293,15.106802
8388,19465,15.108386
20989,18,15.111413
56139,31254,15.111666
18146,338,15.113895
63580,13,15.115804
16579,3,15.115830
8050,338,15.118016
40052,26,15.119833
26292,7,15.120735
24391,18,15.125886
19135,27036,15.126418
31742,185,15.128489
4250,185,15.130787
12887,11292,15.134116
8408,25075,15.135550
4527,361,15.136272
46176,3,15.136335
36641,9409,15.137145
34816,18419,15.140339
1385,17,15.140596
25312,84311,15.144208
20768,29550,15.145568
8838,326,15.145821
693,124,15.146041
47748,3617,15.148849
14305,36,15.149328
50723,1,15.151040
80353,3,15.151189
93735,1,15.151547
16519,1,15.153884
900,148,15.155549
44157,42153,15.155733
70369,49585,15.156021
51307,148,15.158393
64030,137,15.159574
44868,18,15.160285
54464,1229,15.166392
54338,43899,15.167626
37102,7,15.168551
19242,152,15.170208
89446,465,15.170240
61878,354,15.171233
5,3,15.172716
74639,1,15.173380
21933,36,15.173814
95829,1,15.174447
48923,13,15.174952
12090,1,15.175207
69862,185,15.176101
1547,292,15.177252
74195,324,15.179378
26187,8092,15.179846
64653,1,15.180131
22,72,15.181060
30648,12073,15.182899
75111,13,15.183411
788,72,15.183745
96024,79,15.184693
20291,22,15.184998
42287,39,15.185473
1511,5024,15.187765
384,26,15.188176
71220,26,15.188777
4363,1,15.189716
26999,18,15.190111
59311,5,15.193059
13553,810,15.195228
47240,39,15.197622
18967,26,15.197923
70192,36,15.198086
2731,36,15.198764
9704,13,15.199728
55709,1954,15.200676
72231,347,15.201200
51114,2147,15.203142
8900,18,15.203264
2862,1,15.203525
51998,1251,15.205808
86671,1,15.205907
14068,347,15.210789
9431,124,15.211168
24505,30312,15.211958
3838,72,15.212019
23821,18,15.213098
19249,137,15.213213
11326,133,15.213996
941,3,15.214428
29440,17,15.215137
11313,10622,15.216176
2285,18,15.218482
10806,189,15.220891
21313,1,15.223687
63943,1,15.225198
1602,1064,15.227661
32155,72,15.227951
1449,29358,15.228041
57581,6925,15.228562
2468,918,15.234388
29489,17,15.235476
80604,13,15.235732
33933,22,15.236475
9673,13,15.237697
92641,1269,15.237769
28810,190,15.238529
64628,14068,15.239418
42730,41861,15.240144
4368,1602,15.240317
65185,148,15.240640
94560,61659,15.241501
17408,656,15.241963
55503,354,15.242336
79074,1,15.242587
45506,35059,15.245354
21452,190,15.245582
61118,6925,15.245919
174,22,15.246141
41202,3,15.247416
43190,13,15.247754
3975,17,15.249609
83850,6177,15.250098
86037,12919,15.250540
52151,298,15.256358
1610,18,15.256394
27589,656,15.257188
10415,13,15.257764
89427,3,15.257997
31023,19522,15.261259
89931,65185,15.262524
20645,2551,15.262628
11089,33169,15.266476
18657,36,15.266783
11855,354,15.267048
88150,779,15.268719
7198,2156,15.268720
62635,5,15.268853
24090,177,15.271272
38338,1,15.271737
83539,17,15.272190
24452,354,15.273593
2346,1,15.275565
7302,124,15.275975
1227,190,15.276950
1424,73,15.278094
29546,5,15.278106
5617,8948,15.279357
68330,1837,15.279695
47755,20291,15.280085
12737,29,15.284105
3217,18895,15.284597
81447,1251,15.286066
7282,14766,15.288045
63625,29,15.288162
42927,190,15.289272
43446,2147,15.289868
46835,33,15.292405
53068,22,15.293100
20157,152,15.293171
6530,18,15.294626
55030,656,15.294962
14117,17,15.295881
99364,124,15.300094
5508,1356,15.300513
19734,1954,15.300859
9918,56139,15.301600
6926,5,15.303548
90042,124,15.303884
7826,1,15.304709
86893,354,15.306410
286,18,15.307662
27724,693,15.311078
64619,24090,15.312029
33680,25,15.315125
8178,33,15.316079
81815,3217,15.316441
8841,8408,15.319563
2979,8408,15.320219
432,29198,15.320561
969,3316,15.320702
23153,25,15.322951
8896,39,15.323277
82642,3,15.326976
6976,18,15.328870
26690,26,15.329166
21114,1072,15.330592
67522,36,15.330596
30933,152,15.331405
69102,19135,15.331562
24797,1212,15.332361
34667,401,15.332991
1970,9409,15.333287
6992,3,15.333415
97056,174,15.335899
81374,4725,15.336036
66357,3975,15.337207
9237,1,15.337250
50608,10415,15.338916
11481,22,15.339554
17924,148,15.339847
24426,5,15.340449
5242,810,15.340540
76254,137,15.341255
37570,6612,15.343004
51744,29,15.343821
32400,13,15.344311
4189,7274,15.347826
72380,7,15.348173
42404,788,15.349974
46308,693,15.352262
59586,2875,15.354324
37904,18,15.355674
49421,25,15.356922
68492,18095,15.357008
82784,18095,15.357140
25946,133,15.357199
2465,7887,15.357820
3829,6384,15.358489
97289,9431,15.358970
36294,31742,15.361021
1142,59586,15.362600
56920,18,15.363588
98124,72,15.363901
37033,73,15.364897
29061,73406,15.366341
88728,9309,15.366502
28988,174,15.367447
6704,55921,15.368797
2243,60650,15.369580
30569,5,15.370044
24108,18,15.372673
33222,1,15.373904
82803,7,15.374078
76198,1160,15.374252
29047,79,15.377195
85617,185,15.378584
46781,1,15.379099
86951,137,15.379142
93455,174,15.382495
1897,788,15.384596
34075,1448,15.386610
10026,1350,15.386621
2728,2763,15.387187
3778,26,15.387859
70255,1350,15.388250
35377,13553,15.391302
19071,72,15.393428
29798,1229,15.396610
1337,1,15.397911
28448,18,15.398438
24017,2731,15.398777
91516,72,15.399385
95592,1,15.400386
2804,19786,15.401000
24920,124,15.402253
95009,79,15.402308
30957,58251,15.404859
97205,32514,15.405248
6736,5,15.405985
64288,391,15.409672
438,401,15.410406
68486,86893,15.411110
1537,1,15.411667
45717,36,15.413259
1163,18,15.415173
4221,347,15.416056
1152,16133,15.416155
50657,1,15.417035
31736,13598,15.425294
49339,17,15.426742
12204,779,15.427927
39026,4037,15.428758
3020,13,15.429780
47006,18,15.431723
15045,1,15.431799
1477,17,15.432806
5434,9237,15.432911
93050,969,15.433389
38879,354,15.434478
32162,18,15.437127
85228,5,15.437163
98932,1448,15.438938
798,174,15.439182
60843,73,15.439753
142,5,15.441738
1806,354,15.441759
79600,13612,15.441770
3562,18,15.446656
